"company_id","genre","company","name_eng"
733,"company","ริเวนเดลล์ แอปโซลูท คอนโดมิเนียม",NULL
734,"company","ริเวนเดลล์ กรีนวิว คอนโดมิเนียม",NULL
735,"company","ริเวนเดลล์ จำกัด",NULL
736,"company","ริเวนเดลล์ พรีเมียร์ อพาร์ทเม้นท์",NULL
738,"company","ริเวนเดลล์ รีเจ้นท์ คอนโดมิเนียม",NULL
739,"company","ริเวนเดลล รีสอร์ท อพาร์ทเม้นท์",NULL
740,"company","ริเวนเดลล์ รีสอร์ท อพาร์ทเม้นท์",NULL
741,"company","ริช พร็อพเพอร์ตี้ แมเนจเม้นท์ จำกัด",NULL
742,"company","ริชเชส ลีฟวิ่ง จำกัด",NULL
743,"company","ริชแลนด์ พร็อพเพอร์ตี้ ดีเวลลอปเม้นท์ จำกัด",NULL
745,"company","รีเจ้นท์ กรีน เพาเวอร์ จำกัด",NULL
746,"company","รีเซท พร็อพเพอร์ตี้ จำกัด",NULL
747,"company","รีไฟน์ แอ็สเซ็ท แม็นเน็จเม้นท์ จำกัด",NULL
749,"company","รีบอร์น แมเนจเม้นท์ จำกัด",NULL
750,"company","ลอยตี้ จำกัด",NULL
751,"company","ลอยตี้ จำกัด (สำนักงานใหญ่)",NULL
752,"company","ลินดา พร็อพเพอร์ตี้ จำกัด",NULL
753,"company","ลิมไลน์ แอพพาเรล จำกัด",NULL
754,"company","ลีเด็น (ประเทศไทย) จำกัด",NULL
755,"company","ลีฟ อัลติเมท แวลูส์ จำกัด",NULL
757,"company","ลีลาวดี 3 อพาร์ทเม้นท์",NULL
758,"company","วงศ์อมาตย์ พร็อพเพอตี้ ดีเวลลอปเม้นท์ จำกัด",NULL
759,"company","วรรณผกา จำกัด",NULL
760,"company","วสุ 01 จำกัด",NULL
761,"company","วสุ 55 จำกัด",NULL
762,"company","วัชราดล จำกัด",NULL
763,"company","วัน แอท โบ๊เบ๊ จำกัด",NULL
764,"company","วัน พร็อพเพอร์ตี้ แมเนจเม้นท์ จำกัด",NULL
765,"company","วันไพร์ม แอสเซท จำกัด",NULL
766,"company","วาย แอล พี จํากัด",NULL
767,"company","วิคทอรี่ พร็อพเพอร์ตี้ แมเนจเม้นท์ จำกัด",NULL
768,"company","วินเนอร์ เทเลคอมป์ กรุ๊ฟ จำกัด",NULL
769,"company","วินซัม จำกัด",NULL
770,"company","วินซัม จำกัด (สำนักงานใหญ่)",NULL
771,"company","วินด์ฟอลล์ คอนเซาท์แทนท์ จำกัด",NULL
772,"company","วิฟ เมเนจเม้นท์ จำกัด",NULL
773,"company","วิภนัย ดีเวลลอปเม้นท์ จำกัด",NULL
774,"company","วิรันดา พร็อพเพอร์ตี้",NULL
744,"company","บีทีพี แอคเค้าติ้ง แมเนจเม้นท์ จำกัด","BTP"
777,"company","วิศวกรที่ปรึกษาต่อตระกูล ยมนาค และคณะ จำกัด",NULL
778,"company","วิศวพล แลนด์แอนเฮ้าส์ จำกัด",NULL
779,"company","วิศวพลแลนด์ แอนด์เฮ้าส์ จำกัด",NULL
780,"company","วิศวพลแลนด์แอนด์เฮ้าส์ จำกัด",NULL
781,"company","วิษณี จำกัด",NULL
782,"company","วี เค โปร จำกัด",NULL
783,"company","วี คอนซัลแทนท์ แอนด์ เมเนจเม้นต์ จำกัด",NULL
784,"company","วี พร็อพเพอร์ตี้เมเนจเม้นท์ จำกัด",NULL
785,"company","วี วี พี พร็อพเพอร์ตี้ จำกัด",NULL
786,"company","วี. พร็อพเพอร์ตี้เมเนจเม้นท์ จำกัด",NULL
787,"company","วี.แลนด์ พร็อพเพอร์ตี้ จำกัด",NULL
788,"company","วี.พร็อพเพอร์ตี้เมเนจเม้นท์ จำกัด",NULL
790,"company","วี.พี.แคปปิตอล แอสเซ็ทส์ จำกัด",NULL
791,"company","วี.พี.ซี.พร็อพเพอร์ตี้ จำกัด",NULL
792,"company","วี.วี.พร๊อพเพอร์ตี้ กรุ๊ป จำกัด",NULL
794,"company","วีเอสเอสแอล เอ็นเตอร์ไพร์ส์ จำกัด",NULL
795,"company","วี-ไวส์ แมเนจเม้นท์ จำกัด",NULL
796,"company","วี-ไวส์ ลิฟวิ่ง จำกัด",NULL
797,"company","วี-ไวส์ ลีฟวิ่ง จำกัด",NULL
798,"company","วีไอพี คอนโดมิเนียม จำกัด",NULL
799,"company","วีไอพี สมาร์ท จำกัด",NULL
800,"company","วีไอพี(2012) จำกัด",NULL
801,"company","วีวีพี พร็อพเพอร์ตี้ จำกัด",NULL
803,"company","ศรีเมืองทอง (2008) จำกัด (สำนักงานใหญ่)",NULL
804,"company","ศรีสมาน คอนโดเทล จำกัด",NULL
806,"company","ศาลายา เอ็น ซี เพลส จำกัด",NULL
807,"company","ศิริเลิศ บิวดิ้ง จำกัด",NULL
808,"company","ศิริน เอสเตท จำกัด",NULL
809,"company","ศิริราชมูลนิธิ",NULL
810,"company","ศิลาตาก อินดัสตรี้ จำกัด",NULL
811,"company","ศุภากร แท็กซ์ แอนด์ แอคเคาท์ติ้ง จำกัด",NULL
812,"company","ศุภาลัย พรอพเพอร์ตี้ แมเนจเม้นท์ จำกัด",NULL
813,"company","ศูนย์บริหารสินทรัพย์ มหาวิทยาลัยมหิดล",NULL
814,"company","ส.วัฒนาอพาร์ทเม้นท์ จำกัด",NULL
816,"company","สโคป จำกัด",NULL
817,"company","สกายไนน์ แมเนจเม้นท์ จำกัด",NULL
818,"company","สตาร์ เพอร์เฟคท์ พร็อพเพอร์ตี้ จำกัด",NULL
819,"company","สมหรรษา จำกัด",NULL
820,"company","สมาคมการค้าอัญมณีและเครื่องประดับอาเซียน",NULL
821,"company","สมาคมบ้านธนารักษ์นนทบุรี",NULL
823,"company","สมาร์ท เซอร์วิส แอนด์ แมเนจเม้นท์ จำกัด",NULL
825,"company","สมาร์ทเฮ้าส์ วิลเลจ หัวหิน",NULL
827,"company","สมาร์ทแฮมเลต หัวหิน จำกัด",NULL
828,"company","สยาม โอเรียนทัล เซอร์วิส แอนด์ เมนเนจเม้นท์ จำกัด",NULL
829,"company","สยาม จัสติส คอร์ปอเรชั่น จำกัด",NULL
830,"company","สยามเคหะพัฒนา จำกัด",NULL
831,"company","สยามเอ็กซ์เพรส จำกัด",NULL
832,"company","สยามเฮอริเทจ ดีเวลลอปเม้นท์ จำกัด",NULL
834,"company","สยามโอเรียนทัล เซอร์วิส แอนด์ เมนเนจเม้นท์ จำกัด (สำนักงานใหญ่)",NULL
835,"company","สยามจตุจักร จำกัด",NULL
836,"company","สยามจตุจักร จำกัด (สำนักงานใหญ่)",NULL
837,"company","สร้างสิน พร็อพเพอร์ จำกัด",NULL
838,"company","สราญสุขการ์เด้น คอร์ท จำกัด",NULL
839,"company","สหโชติอพาร์ทเม้นท์ จำกัด",NULL
841,"company","สหกรณ์เคหสถานชุมชน คลองเตย จำกัด",NULL
842,"company","สหกรณ์เคหสถานชุมชนคลองเตย จำกัด",NULL
843,"company","สหกรณ์บริการชุมชนบ้านเอื้ออาทร บางบัวทอง จํากัด",NULL
844,"company","สหกรณ์บริการชุมชนบ้านเอื้ออาทรบางบัวทอง จํากัด",NULL
845,"company","สหกรณ์บริการบ้านเอื้ออาทรบางโฉลง จำกัด",NULL
846,"company","สหกรณ์บริการลูกจ้างการเคหะแห่งชาติ จำกัด",NULL
847,"company","สหกรณ์บ้านเอื้ออาทร เศรษฐกิจ 3",NULL
848,"company","สัมมากร จำกัด (มหาชน)",NULL
849,"company","สาครเคเบิล จำกัด",NULL
850,"company","สาทร ไพร์ม พร็อพเพอร์ตี้ส์ จํากัด",NULL
851,"company","สำนักกฎหมายเพกาซัสอินเตอร์เนชันแนล จำกัด",NULL
852,"company","สำนักงานเทศบาลตำบลบางสวรรค์",NULL
853,"company","สำนักงานโครงการบ้านเอื้ออาทรสวนพลูพัฒนา",NULL
854,"company","สำนักงานบ้านสวัสดิการ กองทัพบก",NULL
855,"company","สำนักงานบ้านสวัสดิการกองทัพบก",NULL
856,"company","สำนักงานสอบบัญชี สมาร์ท ออดิต จำกัด",NULL
857,"company","สิงห์ พร็อพเพอร์ตี้ ดีเวลลอปเม้นท์ จำกัด",NULL
858,"company","สิงห์เอสเตท จํากัด (มหาชน)",NULL
859,"company","สิทธารมย์ เรสสิเดนซ์ จำกัด",NULL
861,"company","สินเกษม จำกัด (สำนักงานใหญ่)",NULL
862,"company","สินทรัพย์ คอมมิวนิตี้ แมเนจเม้นท์ แอนด์ คลีนนิ่ง จำกัด",NULL
863,"company","สินทรัพย์ คอมมิวนิตี้ แมนเนจเม้นท์ แอนด์ คลีนนิ่ง จำกัด",NULL
864,"company","สินทรัพย์ คอมมิวนิตี้ แมนเนจเม้นท์ จำกัด",NULL
865,"company","สินทรัพย์นิกร จำกัด",NULL
866,"company","สินธร แมเนจเมนท์ จำกัด",NULL
867,"company","สินธรณี พร็อพเพอร์ตี้ จำกัด",NULL
869,"company","สิปปกร วิศวกรรม จำกัด",NULL
870,"company","สิริ ควอลิตี้ แมเนจเมนท์ จำกัด",NULL
871,"company","สิริน พร็อพเพอร์ตี้ เมเนจเม้นท์ จำกัด",NULL
872,"company","สีวลี ไลฟ์ พร๊อพเพอร์ตี้แมเนจเม้นท์ จำกัด",NULL
873,"company","สุขเหมือนทวีทรัพย์ จำกัด",NULL
874,"company","สุขหรรษา จำกัด",NULL
875,"company","สุขุมพร็อพเพอร์ตี้ จำกัด",NULL
876,"company","หจก.วิรัชวัสดุก่อสร้าง",NULL
877,"company","หจก.สมชายพัฒนาก่อสร้าง",NULL
878,"company","หทัยพัทธ์ อินเตอร์เนชั่นแนล จำกัด",NULL
879,"company","หลังสวนโฮลดิ้งส์ จำกัด",NULL
880,"company","หัวหินทรัพย์สิริ พร็อพเพอร์ตี้ จำกัด",NULL
881,"company","ห้างเซ็นทรัลดีพาทเมนท์สโตร์ จำกัด",NULL
882,"company","ห้างหุ้นส่วน ภัทรมิตรการบัญชี จำกัด",NULL
883,"company","ห้างหุ้นส่วนจำกัด 72 อพาร์ทเม้นท์",NULL
884,"company","ห้างหุ้นส่วนจำกัด เอ๊กซ์ทริม ทรานสปอร์ต (สำนักงานใหญ่)",NULL
885,"company","ห้างหุ้นส่วนจำกัด ไทย พี พี",NULL
886,"company","ห้างหุ้นส่วนจำกัด ช้างงามเซอร์วิส",NULL
887,"company","ห้างหุ้นส่วนจำกัด ซีริน แมนชั่น",NULL
888,"company","ห้างหุ้นส่วนจำกัด ที.เอ.บี เอสเตท แมนเนจเม้นท์",NULL
889,"company","ห้างหุ้นส่วนจำกัด ยูนิเทรดชิ้ปปิ้ง แอนด์ เซอร์วิส",NULL
890,"company","อโศก พลาซ่า จำกัด",NULL
891,"company","อควาเรียส เอสเตท จำกัด",NULL
892,"company","อคานโด จำกัด",NULL
893,"company","อดามัส เรียล เอสเตท จำกัด",NULL
894,"company","อพาร์ทเม้นท์ สุขเหมือนรินรดา",NULL
895,"company","อมรันทา ดีเวลลอปเม้นท์ จำกัด",NULL
896,"company","อมารี หัวหิน จำกัด",NULL
897,"company","อลีนตา จำกัด",NULL
898,"company","ออเมนโต ดิวิเดน จำกัด",NULL
899,"company","อ่องเอี่ยม เรียลเอสเตท จำกัด",NULL
900,"company","ออฟติมา แมเนจแมนท์ เซอร์วิส จำกัด",NULL
901,"company","ออฟฟิสเซอร์ โฮลดิ้งส์ จำกัด",NULL
902,"company","ออมนิ แมนเนจเม้นท์ จำกัด",NULL
903,"company","ออริจิ้น พร็อพเพอร์ตี้ จำกัด",NULL
904,"company","ออริจิ้น พร็อพเพอร์ตี้ จำกัด (มหาชน)",NULL
905,"company","ออริจิ้น วัน จำกัด",NULL
906,"company","ออริจิ้น วัน พร้อมพงษ์ จำกัด",NULL
907,"company","ออล์ อินสไปร์ ดิเวลลอปเม้นท์ จำกัด (มหาชน)",NULL
908,"company","ออลล์ อินสไปร์ ดีเวลลอปเม้นท์ จำกัด (มหาชน)",NULL
909,"company","ออลล์ไรส์ พร็อพเพอร์ตี้ แมเนจเม้นท์ จำกัด",NULL
910,"company","ออสก้า เอสเตท เมนเนจเม้นท์ จำกัด",NULL
911,"company","อออล์ อินสไปร์ ดิเวลลอปเม้นท์ จำกัด",NULL
912,"company","อัญญดา เรสซิเดนซ์",NULL
913,"company","อัลเทอร์เนทีฟ แอสเซท จำกัด",NULL
914,"company","อัลทิเมท บิสเทด จำกัด",NULL
915,"company","อัสสกาญจน์ จำกัด",NULL
916,"company","อาทิตย์ - จันทร์ จำกัด",NULL
917,"company","อาทิวรา แมเนจเม้นท์ จำกัด",NULL
918,"company","อามีน-เนาะห์ จำกัด",NULL
919,"company","อาร์ เจ 9 เซอร์วิส จำกัด",NULL
920,"company","อาร์เจ 9 เซอร์วิส จำกัด",NULL
921,"company","อาร์เอสจี แบง พร็อพเพอร์ตี้ แมเนจเม้นท์ จำกัด",NULL
922,"company","อาร์เอสจี แมเนจเม้นท์ และกฎหมาย จำกัด",NULL
923,"company","อารามิส แคปปิตอล จำกัด",NULL
924,"company","อารีย์ แอดวานซ์เทค จำกัด",NULL
925,"company","อารียา แมนเนจเม้นต์ จำกัด",NULL
926,"company","อิติ เมตตา พร็อพเพอร์ตี้ แมเนจเม้นท์ จำกัด",NULL
927,"company","อินเตอร์ เรียลตี้ แมเนจเม้นท์ จำกัด",NULL
928,"company","อินเตอร์ ลักส์ เรซิเดนซ์ จำกัด",NULL
929,"company","อินเตอร์เนชั่นแนล คอนซัลแทนท์ จำกัด",NULL
930,"company","อินช์เคป ชิปปิ้ง เซอร์วิสเซส (ประเทศไทย) จำกัด",NULL
931,"company","อินดี้ พร็อพเพอร์ตี้ จำกัด",NULL
932,"company","อินท์ - อินเตอร์เซคชั่น จำกัด",NULL
933,"company","อินทัช พร็อพเพอร์ตี้ แมเนจเม้นท์ จำกัด",NULL
935,"company","อินฟินิท เรียลเอสเตท จำกัด",NULL
936,"company","อินฟินิท พร็อพเพอร์ตี้ เมเนจเม้นท์ แอนด์ คอนซัลแทนท์ จำกัด",NULL
937,"company","อินสแตนท์ เอสเตท แมเนจเม้นท์ จำกัด",NULL
938,"company","อินสไปร์ แมเนจเม้นท์ จำกัด",NULL
939,"company","อินสปายด์ เอสเตท จำกัด",NULL
940,"company","อีสเทอร์น สตาร์ เรียลเอสเตท จำกัด (มหาชน)",NULL
941,"company","อุดมสุขโปรเจค เมเนจเม้นท์ จำกัด",NULL
942,"company","อุบลเจริญศรี จำกัด",NULL
943,"company","ฮอร์สชู พอยท์ จำกัด",NULL
944,"company","ฮอว์ค แมเนจเม้นท์ จำกัด",NULL
945,"company","ฮิวแมนเนสท์ จำกัด",NULL
946,"condo","​ ชาโตว์ อินทาวน์ พหลโยธิน 14",NULL
947,"condo","103 คอนโดมิเนียม โครงการ 5",NULL
948,"condo","15 สุขุมวิทเรสซิเดนเซส",NULL
949,"condo","185 ราชดำริ",NULL
950,"condo","33 ทาวเวอร์",NULL
951,"condo","49 พลัส คอนโดมิเนียม",NULL
952,"condo","59 เฮอริเทจ",NULL
953,"condo","624 คอนโดเลต รัชดา 36",NULL
954,"condo","9 กะรัตคอนโดทาวน์",NULL
955,"condo","Family Life Condo",NULL
956,"condo","H.R เรซิเดนซ์ โครงการ 4",NULL
958,"condo","PRESENT EKACHAI",NULL
959,"condo","เกรซแกรนด์โฮม 2",NULL
960,"condo","เกรส ไอวอรี่",NULL
961,"condo","เก้ากะรัตคอนโดทาวน์",NULL
962,"condo","เกียรติธานี ซิตี้ แมนชั่น",NULL
963,"condo","เกียรติประภาคอนโดทาวน์",NULL
964,"condo","เค.ลาย แมนชั่น",NULL
965,"condo","เคนซิงตัน",NULL
966,"condo","เคนซิงตัน เพลส",NULL
967,"condo","เคส รัชดา คอนโดมิเนียม",NULL
968,"condo","เคหสถานกรุงเทพฯ",NULL
969,"condo","เคหะชุมชน และบริการชุมชน นาเกลือ",NULL
970,"condo","เคหะชุมชน และบริการชุมชน บางปู 2",NULL
971,"condo","เคหะชุมชน และบริการชุมชน ลาดกระบัง 2/3",NULL
973,"condo","เคหะชุมชน และบริการชุมชนลาดกระบัง 2/1",NULL
975,"condo","เคหะชุมชน แหลมฉบัง 1",NULL
976,"condo","เคหะชุมชน แหลมฉบัง 2",NULL
977,"condo","เคหะชุมชน แหลมฉบัง 3",NULL
979,"condo","เคหะชุมชน พัทยา 1",NULL
980,"condo","เคหะชุมชน พัทยา 2",NULL
981,"condo","เคหะชุมชน พัทยา 3",NULL
982,"condo","เคหะชุมชน ร่มเกล้า 2",NULL
983,"condo","เคหะชุมชนและ บริการชุมชน มิตรไมตรี 1",NULL
985,"condo","เคหะชุมชนและ บริการชุมชนลาดกระบัง 2/2",NULL
987,"condo","เคหะชุมชนและบริการชุมชน นาเกลือ",NULL
988,"condo","เคหะชุมชนและบริการชุมชน บางปู 2",NULL
989,"condo","เคหะชุมชนและบริการชุมชน ประชาอุทิศ",NULL
990,"condo","เคหะชุมชนและบริการชุมชน ลพบุรีราเมศวร์",NULL
991,"condo","เคหะชุมชนและบริการชุมชน ลาดกระบัง 2/1",NULL
992,"condo","เคหะชุมชนและบริการชุมชน ลาดกระบัง 2/2",NULL
993,"condo","เคหะชุมชนและบริการชุมชนเชียงรากน้อย",NULL
994,"condo","เคหะชุมชนและบริการชุมชนเทพารักษ์ 3/1",NULL
995,"condo","เคหะชุมชนและบริการชุมชนถลาง",NULL
996,"condo","เคหะชุมชนและบริการชุมชนบางบ่อ 1",NULL
997,"condo","เคหะชุมชนและบริการชุมชนประชาอุทิศ",NULL
998,"condo","เคหะชุมชนและบริการชุมชนลพบุรี ราเมศวร์",NULL
999,"condo","เคหะชุมชนแหลมฉบัง 1",NULL
1000,"condo","เคหะชุมชนแหลมฉบัง 2",NULL
1001,"condo","เคหะชุมชนแหลมฉบัง 3",NULL
1002,"condo","เคหะชุมชนธนบุรี 4",NULL
1003,"condo","เคหะชุมชนธนบุรี 5",NULL
1004,"condo","เคหะชุมชนธนบุรี 6",NULL
1005,"condo","เคหะชุมชนธนบุรี 7",NULL
1006,"condo","เคหะชุมชนธนบุรี 8",NULL
1007,"condo","เคหะชุมชนนนทบุรี 3",NULL
1008,"condo","เคหะชุมชนนวนคร",NULL
1009,"condo","เคหะชุมชนบางนา 1",NULL
1010,"condo","เคหะชุมชนบางนา 2",NULL
1011,"condo","เคหะชุมชนพัทยา 1",NULL
1012,"condo","เคหะชุมชนพัทยา 2",NULL
1013,"condo","เคหะชุมชนพัทยา 2  3",NULL
1014,"condo","เคหะชุมชนพัทยา 3",NULL
1015,"condo","เคหะชุมชนภูเก็ต 2",NULL
1016,"condo","เคหะชุมชนร่มเกล้า 1",NULL
1017,"condo","เคหะชุมชนร่มเกล้า 10",NULL
1018,"condo","เคหะชุมชนร่มเกล้า 2",NULL
1019,"condo","เคหะชุมชนร่มเกล้า 3",NULL
1020,"condo","เคหะชุมชนร่มเกล้า 4",NULL
1021,"condo","เคหะชุมชนร่มเกล้า 6",NULL
1022,"condo","เคหะชุมชนร่มเกล้า 7",NULL
1023,"condo","เคหะชุมชนร่มเกล้า 8",NULL
1024,"condo","เคหะชุมชนร่มเกล้า 9",NULL
1025,"condo","เคหะชุมชนออเงิน 1",NULL
1026,"condo","เคหะชุมชนออเงิน 3",NULL
1027,"condo","เคหะบางกะปิ 1",NULL
1028,"condo","เคหะบางกะปิ 1 2",NULL
1029,"condo","เคหะบางกะปิ 1-2",NULL
1030,"condo","เคหะบางกะปิ 2",NULL
1031,"condo","เคหะลำลูกกา",NULL
1032,"condo","เคียงทะเล",NULL
1033,"condo","เจ คอนโด พระราม 2 อาคาร บี",NULL
1034,"condo","เจ คอนโด สาทร-กัลปพฤกษ์",NULL
1035,"condo","เจ อาร์ วาย คอนโดมิเนียม พระราม 9",NULL
1036,"condo","เจ.ดับบลิว.บูเลอวาร์ด อาคาร เอ และ อาคาร บี",NULL
1038,"condo","เจดับบลิว คอนโด แอด ดอนเมือง",NULL
1039,"condo","เจดับบลิว สเตชั่น แอด รามอินทรา",NULL
1040,"condo","เจมโม ทาวน์ สอง",NULL
1041,"condo","เจมโม ทาวน์ หนึ่ง",NULL
1042,"condo","เจมโมโปลิส ฟรีโซน 2",NULL
1043,"condo","เจมโมโปลิส ฟรีโซน 3",NULL
1044,"condo","เจมโมโปลิส ฟรีโซน 4-5",NULL
1045,"condo","เจมโมทาวน์ 1",NULL
1046,"condo","เจมโมทาวน์ 2",NULL
1047,"condo","เจริญกรุงคอนโดมีเนียม 1",NULL
1048,"condo","เชียงใหม่ริเวอร์ไซด์ คอนโดมิเนียม",NULL
1049,"condo","เซเรนิตี้ วงศ์อมาตย์ คอนโดมิเนียม",NULL
1050,"condo","เซ็นเตอร์ คอนโดเทล",NULL
1051,"condo","เซ็นเตอร์คอนโดเทล",NULL
1052,"condo","เซ็นจูเรียน ปาร์ค",NULL
3370,"company","Unknow",""
1053,"condo","เซ็นจูรี่ ไฮทส์ - 1",NULL
1054,"condo","เซ็นจูรี่ ปาร์ค",NULL
1055,"condo","เซ็นจูรี่ ปาร์ค คอนโดมิเนียม",NULL
1056,"condo","เซนต์ชาร์ม คอนโดมิเนียม เฟส 1",NULL
1057,"condo","เซ็นต์หลุยส์ แกรนด์ เทอเรส",NULL
1058,"condo","เซ็นทรัลซิตี้ ทาวเวอร์ 1 ออฟฟิศ",NULL
1059,"condo","เซนทริค ซี พัทยา",NULL
1060,"condo","เซ็นทริค ซี พัทยา",NULL
1061,"condo","เซ็นทริค ซีน สุขุมวิท 64",NULL
1062,"condo","เซ็นทริค รัชดา -ห้วยขวาง",NULL
1063,"condo","เซ็นทริค รัชดา-สุทธิสาร",NULL
1064,"condo","เซ็นทริค สาทร-เซ็นหลุยส์",NULL
1065,"condo","เซ็นทริค อารีย์ สเตชั่น",NULL
1066,"condo","เซ็นทริคเพลส",NULL
1067,"condo","เซนส์ พหลโยธิน",NULL
1068,"condo","เซนส์ สุขุมวิท",NULL
1069,"condo","เซ้นส์ ออฟ ลอนดอน",NULL
1070,"condo","เซล รัตนาธิเบศร์",NULL
1071,"condo","เซอเลส อโศก",NULL
1072,"condo","เซอร์เคิล คอนโดมิเนียม",NULL
1073,"condo","เซอราโน่ พระราม 2 เฟส 1",NULL
1074,"condo","เด็น วิภาวดี",NULL
1075,"condo","เด็น วิภาวดี (สำนักงานใหญ่)",NULL
1076,"condo","เดอ โซน แจ้งวัฒนะ 23",NULL
1077,"condo","เดอะ เครสท์ สุขุมวิท 34",NULL
1078,"condo","เดอะ เคสท์ ร่วมฤดี",NULL
1079,"condo","เดอะ เชดด์ สาทร 1",NULL
1080,"condo","เดอะ เทมโป รัชดา",NULL
1081,"condo","เดอะ เทอร์เรส เรสซิเดนซ์ คอนโดมีเนียม",NULL
1082,"condo","เดอะ เบลล่า คอนโด พระราม 2",NULL
1083,"condo","เดอะ เบส พัทยากลาง",NULL
1084,"condo","เดอะ เพรสซิเด้นท์ เพชรเกษม - บางแค",NULL
1085,"condo","เดอะ เพรสซิเด้นท์ สาทร- ราชพฤกษ์ เฟส 2",NULL
1086,"condo","เดอะ เพรสซิเด้นท์ สาทร-ราชพฤกษ์ เฟส 1",NULL
1087,"condo","เดอะ เพรสซิเด้นท์ สาทร-ราชพฤกษ์ เฟส 2",NULL
1088,"condo","เดอะ เพรสซิเด้นท์ สุขุมวิท 81",NULL
1089,"condo","เดอะ เพรสซิเด้นท์ สุขุมวิท อาคาร เอ",NULL
1090,"condo","เดอะ เพรสซิเด้นท์ สุขุมวิท อาคาร บี",NULL
1091,"condo","เดอะ เพรสสิเด้นท์ สุขุมวิท-สมุทรปราการ",NULL
1092,"condo","เดอะ เมเปิ้ล แอท รัชดา",NULL
1093,"condo","เดอะ เมเปิ้ล แอท รัชดา-ลาดพร้าว",NULL
1094,"condo","เดอะ เม้าท์เท้น คอนโดมิเนียม เอ",NULL
1095,"condo","เดอะ เม้าส์เท้น คอนโดมิเนียม เอ",NULL
1096,"condo","เดอะ เรสซิเดนซ์ หัวหิน",NULL
1097,"condo","เดอะ เลจเจ้นท์",NULL
1098,"condo","เดอะ เฮริเทจ สวีท",NULL
1099,"condo","เดอะ แกรนด์ เอ.ดี. จอมเทียน บีช พัทยา",NULL
1100,"condo","เดอะ แกลเลอรี่ คอนโดมิเนียม",NULL
1101,"condo","เดอะ แกลลอรี่ คอนโดมิเนียม อาคารเอ",NULL
1102,"condo","เดอะ แคปปิตอล เอกมัย-ทองหล่อ",NULL
1103,"condo","เดอะ แซงชัวรี่ คอนโดมิเนียม",NULL
1104,"condo","เดอะ แซงชัวรี่ คอนโดมิเนียม เอบีซี",NULL
1105,"condo","เดอะ แมท 1 (สาทร-ท่าพระ)",NULL
1106,"condo","เดอะ แลนด์สเคป คอนโดมิเนียม แสงจันทร์ ระยอง",NULL
1107,"condo","เดอะ แฮปปี้เนส ซี",NULL
1108,"condo","เดอะ โคฟ คอนโดมิเนียม",NULL
1109,"condo","เดอะ โซน แจ้งวัฒนะ 23",NULL
1110,"condo","เดอะ โมนาเวล คอนโด",NULL
1111,"condo","เด็อะ ไทเทิ้ล",NULL
1112,"condo","เดอะ ไพรเวซี่ เรวดี โครงการ เอ",NULL
1113,"condo","เดอะ ไพรเวซี่ เรวดี โครงการ ซี",NULL
1114,"condo","เดอะ ไพรเวซี่ เรวดี โครงการ ดี",NULL
1115,"condo","เดอะ ไพรเวซี่ เรวดี โครงการ บี",NULL
1116,"condo","เดอะ ไพรเวซี่ ประชาอุทิศ โครงการ เอ",NULL
1117,"condo","เดอะ ไพรเวซี่ ประชาอุทิศ โครงการ ซี",NULL
1118,"condo","เดอะ ไพรเวซี่ ประชาอุทิศ โครงการ บี",NULL
1119,"condo","เดอะ ไลท์ นิวยอร์ก",NULL
1120,"condo","เดอะ กราซคอนโด พัทยาใต้",NULL
1121,"condo","เดอะ กรีน",NULL
1122,"condo","เดอะ กรีน เพลส",NULL
1123,"condo","เดอะ กรีน ลิฟวิ่ง คอนโด พัทยา อาคารเอ",NULL
1124,"condo","เดอะ กรีน ลิฟวิ่ง คอนโด พัทยา อาคารบี",NULL
1125,"condo","เดอะ กรีนลิฟวิ่ง พัทยา อาคาร เอ",NULL
1126,"condo","เดอะ คริสตัล คอนโดมิเนียม 2 เรวดี 1",NULL
1127,"condo","เดอะ คริสตัล คอนโดมิเนียม รัตนาธิเบศร์ 3",NULL
1128,"condo","เดอะ คริสตัล บลิส",NULL
1129,"condo","เดอะ คลับเฮาส์ เรสซิเดนซ์",NULL
1130,"condo","เดอะ คลาวด์ คอนโดมิเนียม",NULL
1131,"condo","เดอะ คอนเน็กซ์ชั่น คอนโดมิเนียม",NULL
1132,"condo","เดอะ คอนเน็กซ์ชั่น คอนโดมิเนียม (แคราย-รัตนาธิเบศร์)",NULL
1133,"condo","เดอะ คอมพลีท นราธิวาส",NULL
1134,"condo","เดอะ คอลเล็ครัชดา 32",NULL
1135,"condo","เดอะ คัลเลอร์รี่ วีวิค",NULL
1136,"condo","เดอะ คิวบ์ นวมินทร์-รามอินทรา",NULL
1137,"condo","เดอะ คิวบ์ ประชาอุทิศ อาคาร เอ",NULL
1138,"condo","เดอะ คิวบ์ ประชาอุทิศ อาคาร บี",NULL
1139,"condo","เดอะ คิวบ์ พลัส แจ้งวัฒนะ",NULL
1140,"condo","เดอะ คิวบ์ พลัส มีนบุรี",NULL
1141,"condo","เดอะ คิวบ์ รามคำแหง",NULL
1142,"condo","เดอะ คิวบ์ สเตชั่น รามอินทรา 109",NULL
1143,"condo","เดอะ คีย์ ประชาชื่น",NULL
1144,"condo","เดอะ ซิตี้ คอนโดมิเนียม 2",NULL
1145,"condo","เดอะ ซี",NULL
1146,"condo","เดอะ ซีเครซ หัวหิน",NULL
1147,"condo","เดอะ ดิโพลแมท 39",NULL
