"company_id","genre","company","name_eng"
1540,"condo","แลนด์มาร์ค เรสซิเด้นท์",NULL
1541,"condo","และเคหะชุมชน และบริการชุมชน บางปู 1",NULL
1542,"condo","และเคหะชุมชนและ บริการชุมชน บางปู 1",NULL
1543,"condo","และเคหะชุมชนและบริการชุมชน บางปู 1",NULL
1544,"condo","แวนเทจ",NULL
1545,"condo","แสงทอง คอนโด",NULL
1546,"condo","แหลมฉบัง",NULL
1547,"condo","แหลมฉบัง 1",NULL
1548,"condo","แหลมฉบัง 2",NULL
1549,"condo","แหลมฉบัง 3",NULL
1550,"condo","แหลมฉบังทาวเวอร์",NULL
1551,"condo","แอด บีทีเอส เรสซิเด้นซ์",NULL
1552,"condo","แอดเดอร่า แจ้งวัฒนะ คอนโดมิเนียม",NULL
1553,"condo","แอตแลนติส คอนโด รีสอร์ท พัทยา",NULL
1554,"condo","แอท ซิตี้ สุขุมวิท",NULL
1555,"condo","แอทโมช คาแนล รังสิต",NULL
1556,"condo","แอททรี เวสท์",NULL
1557,"condo","แอททรี นอร์ท",NULL
1558,"condo","แอททรี อีสท์",NULL
1559,"condo","แอทอีสต์ คอนโดมิเนียม",NULL
1560,"condo","แอทอีสต์ คอนโดมิเนียม 2",NULL
1561,"condo","แอ็บสแตร็กส์ พหลโยธิน พาร์ค อาคาร เอ",NULL
1562,"condo","แอ๊บสแตร็กส์ สุขุมวิท 66/1 เดอะซัน",NULL
1563,"condo","แอ็บสแตร็กส์ สุขุมวิท 66/1 เดอะซัน",NULL
1564,"condo","แอ็บสแตร็กส์ สุขุมวิท 66/1 เดอะมูน",NULL
1565,"condo","แอร์ลิงค์ เรสซิเดนซ์",NULL
1566,"condo","แอร์ลิงค์ เรสซิเดนซ์ (เฟส2)",NULL
1567,"condo","แอร์ลิงค์ เรสซิเดนซ์ เฟส 3",NULL
1568,"condo","แอร์ลิงค์ เรสซิเด้นซ์ เฟส 3",NULL
1569,"condo","แอร์ลิงค์ เรสซิเดนซ์ เฟส 4",NULL
1570,"condo","แอล สไตล์ คอนโด",NULL
1571,"condo","แอสปาย พระราม 4",NULL
1572,"condo","แอสปาย รัชดา - วงศ์สว่าง",NULL
1573,"condo","แอสปาย สาทร-ท่าพระ",NULL
1574,"condo","แอสปายพระราม 4",NULL
1575,"condo","แฮปปี้ คอนโด ลาดพร้าว 101 อาคาร เอช",NULL
1577,"condo","แฮปปี้ คอนโดลาดพร้าว 101 อาคาร ดีและอี",NULL
1578,"condo","แฮปปี้คอนโด ดอนเมือง เดอะเทอมินอล",NULL
1579,"condo","แฮปปี้คอนโด ลาดพร้าว 101 อาคาร G",NULL
1580,"condo","แฮปปี้คอนโด ลาดพร้าว 101 อาคารดี และ อาคารอี",NULL
1581,"condo","แฮปปี้คอนโด ลาดพร้าว 101 อาคารนอร์ธ",NULL
1584,"condo","โกลเด้นท์ โคสท์",NULL
1585,"condo","โกลเด้นพัทยา คอนโดมิเนียม",NULL
1586,"condo","โกลเด้นพัทยาคอนโดมิเนียม",NULL
1587,"condo","โกลเด้นพัทยาคอนโดมิเนี่ยม",NULL
1588,"condo","โคโตบูกิ เพลส คอนโดมิเนียม",NULL
1589,"condo","โคปาคาบาน่า บีช จอมเทียน",NULL
1590,"condo","โคลเวอร์ ลาดพร้าว 83",NULL
1591,"condo","โชคชัยร่วมมิตร คอนโดมิเนียม",NULL
1592,"condo","โซซิโอ อินทามระ",NULL
1593,"condo","โนเบิล แอมเบียนส์ สุขุมวิท 42",NULL
1594,"condo","โนเบิล โซโล",NULL
1595,"condo","โนเบิล ไลท์",NULL
1596,"condo","โนเบิล รีเวนต์",NULL
1597,"condo","โนเบิล รีโว สีลม",NULL
1598,"condo","โนเบิล รีมิกซ์",NULL
1599,"condo","โนเบิล รีวีล",NULL
1600,"condo","โนเบิลเฮ้าส์ พญาไท",NULL
1601,"condo","โนวานา เรสซิเดนซ์",NULL
1602,"condo","โบ๊เบ๊ทาวเวอร์",NULL
1603,"condo","โบ๊เบ๊ทาวเวอร์ 2",NULL
1604,"condo","โบ๊ทเฮ้าส์ หัวหิน เอ",NULL
1605,"condo","โบ๊ทเฮ้าส์ หัวหิน ซี",NULL
1606,"condo","โบ๊ทเฮ้าส์ หัวหิน บี",NULL
1607,"condo","โบทานิก้า เขาใหญ่",NULL
1608,"condo","โฟคัส ออน ศาลาแดง",NULL
1609,"condo","โฟร์สตรีท แมนชั่น",NULL
1610,"condo","โมเดอร์น โฮมเพลส 1-4",NULL
1611,"condo","โมเดอร์นโฮมเพลส 1-4",NULL
1612,"condo","โมเดิร์น คอนโด",NULL
1613,"condo","โมดัส บีชฟร้อนท์ คอนโดมิเนียม เอ",NULL
1614,"condo","โมดิช รัชดา 32",NULL
1615,"condo","โมทีฟ คอนโด",NULL
1616,"condo","โมนีค สุขุมวิท 64",NULL
1617,"condo","โอเรียลเต็ล ทาวเวอร์ คอนโดมิเนียม",NULL
1618,"condo","โอกาส 105 คอนโดมิเนียม",NULL
1619,"condo","โอกาส หัวหิน",NULL
1620,"condo","โฮป แอนด์ กาย คอนโดทาวน์",NULL
1621,"condo","ใบหยก 2",NULL
1622,"condo","ใบหยก ทาวเวอร์",NULL
1623,"condo","ใบหยกทาวเวอร์",NULL
1624,"condo","ไซมิส จอยญ่า",NULL
1625,"condo","ไซมิส สุรวงศ์",NULL
1626,"condo","ไดมอนด์ ทาวเวอร์",NULL
1627,"condo","ไทดีดีลักซ์",NULL
1628,"condo","ไทปิง ทาวเวอร์ส",NULL
1629,"condo","ไทปิงทาวเวอร์",NULL
1630,"condo","ไทปิงทาวเวอร์ส",NULL
1631,"condo","ไบร์ท วงเวียนใหญ่",NULL
1632,"condo","ไบร์ท สุขุมวิท 24",NULL
1633,"condo","ไมล์สโตน คอนโดมิเนียม เสรีไทย",NULL
1634,"condo","ไลบรารี่ เฮ้าส์",NULL
1635,"condo","ไลบรารี่ เฮ้าส์ จรัญ 13",NULL
1636,"condo","ไลฟ์ แอด พหล-อารีย์",NULL
1637,"condo","ไลฟ์ แอด รัชดา - สุทธิสาร",NULL
1639,"condo","ไวโอ แคราย",NULL
1640,"condo","ไวโอ แคราย 2",NULL
1641,"condo","ไวร์ รัชดา 19",NULL
1642,"condo","ไอ คอนโด งามวงศ์วาน 2",NULL
1643,"condo","ไอ คอนโด ศาลายา 2",NULL
1644,"condo","ไอ-เฮ้าส์ ลากูน่า การ์เด้น 2",NULL
1645,"condo","ไอ-เฮ้าส์ ลากูน่า การ์เด้น 3",NULL
1646,"condo","ไอ-เฮ้าส์ ลากูน่าการ์เด้น 1",NULL
1647,"condo","ไอ-เฮ้าส์ ลากูน่าการ์เด้น 2",NULL
1648,"condo","ไอคอนโด เกษตรนวมินทร์",NULL
1649,"condo","ไอคอนโด เพชรเกษม 39",NULL
1650,"condo","ไอคอนโด เสรีไทย",NULL
1651,"condo","ไอคอนโด แอคทีฟ พัฒนาการ",NULL
1652,"condo","ไอคอนโด งามวงศ์วาน",NULL
1653,"condo","ไอคอนโด ศาลายา",NULL
1654,"condo","ไอคอนโด สุขาภิบาล 2",NULL
1655,"condo","ไอคอนโด สุขุมวิท 103",NULL
1656,"condo","ไอคอนโด สุขุมวิท 105-1",NULL
1657,"condo","ไอคอนโด สุขุมวิท 105-2",NULL
1658,"condo","ไอคอนโด สุขุมวิท 105-3",NULL
1659,"condo","ไอคอนโด สุขุมวิท 77",NULL
1660,"condo","ไอคอนโด สุขุมวิท 77 เฟส 2",NULL
1661,"condo","ไอคอนโด สุขุมวิท77",NULL
1662,"condo","ไอคอนพาร์ค คอนโดมิเนียม",NULL
1663,"condo","ไอดิโอ มิกซ์ พหลโยธิน",NULL
1664,"condo","ไอดีโอ โมบิ จรัญ-อินเตอร์เชนจ์",NULL
1665,"condo","ไอดีโอ โมบิ พญาไท",NULL
1666,"condo","ไอดีโอ คิว พญาไท",NULL
1667,"condo","ไอดีโอ คิว สุขุมวิท 36",NULL
1668,"condo","ไอดีโอ ท่าพระ อินเตอร์เช้นจ์",NULL
1669,"condo","ไอดีโอ มิกซ์ พหลโยธิน",NULL
1670,"condo","ไอดีโอ รัชดา-ห้วยขวาง",NULL
1671,"condo","ไอดีโอ ลาดพร้าว 17",NULL
1672,"condo","ไอดีโอ สาทร-ตากสิน",NULL
1675,"condo","ไอทีเอฟ-สีลมพาเลส",NULL
1676,"condo","ไอริส แอเวนิว อาคาร 1",NULL
1677,"condo","ไอริส แอเวนิว อาคาร 5",NULL
1678,"condo","ไอริสแอเวนิวอาคาร 4",NULL
1679,"condo","ไอ-ลอฟท์ แอท บางแสน",NULL
1680,"condo","ไอวี่ ริเวอร์",NULL
1681,"condo","ไฮด์ สุขุมวิท",NULL
1682,"condo","ไฮด์ สุขุมวิท 11",NULL
1683,"condo","ไฮฟ์ ตากสิน",NULL
1684,"condo","ไฮฟ์ สาทร",NULL
1685,"condo","กมลเนตร",NULL
1686,"condo","กมล-กมลภู",NULL
1687,"condo","กมลพรรณ",NULL
1688,"condo","กมลา รีเจ้นท์ คอนโดมิเนียม",NULL
1689,"condo","กมลารีเจ้นท์ คอนโดมิเนียม",NULL
1690,"condo","กรีเน่ แจ้งวัฒนะ คอนโดมิเนียม",NULL
1691,"condo","กรีเน่ คอนโด ดอนเมือง- สรงประภา เฟส 2",NULL
1692,"condo","กรีเน่ คอนโด ดอนเมือง-สรงประภา เฟส 1",NULL
1693,"condo","กรีเน่ คอนโด ดอนเมือง-สรงประภา เฟส 2",NULL
1694,"condo","กรีนเลค คอนโด",NULL
1695,"condo","กรีนเลค คอนโด สอง",NULL
1696,"condo","กรีนเลค คอนโด สาม",NULL
1697,"condo","กรีนเลค คอนโด สี่",NULL
1698,"condo","กรีนเลค คอนโด หนึ่ง",NULL
1699,"condo","กรีนเลคคอนโด หนึ่ง",NULL
1700,"condo","กรีนพีช แมนชั่น",NULL
1701,"condo","กรีนลิฟวิ่ง พัทยา อาคาร เอ",NULL
1702,"condo","กรู๊ฟ รัชดา-ลาดพร้าว",NULL
1703,"condo","กรูฟวี่ คอนโด ศรีราชา เอฟ",NULL
1704,"condo","กรูฟวี่ คอนโด ศรีราชา ซี",NULL
1705,"condo","กรูฟวี่ คอนโด ศรีราชา บี",NULL
1706,"condo","กฤษดาโกลเด้น คอนโดเทล คลิฟแอนด์พาร์ค",NULL
1707,"condo","กฤษดาโกลเด้นคอนโดเทล คลิฟแอนด์พาร์ค",NULL
1708,"condo","กลางกรุงรีสอร์ท A1",NULL
1709,"condo","กัลปพฤกษ์ ซิตี้พลัส ราชบุรี",NULL
1710,"condo","การ์เด้น เพลส 1  2",NULL
1711,"condo","คณาพญา เรสซิเด๊นซ์",NULL
1712,"condo","คณาพญา เรสซิเด้นท์",NULL
1713,"condo","คลองจั่นเพลส",NULL
1714,"condo","คลองตัน คอนโดมิเนียม",NULL
1715,"condo","คลองตันคอนโดมิเนียม",NULL
1716,"condo","คลับ รอยัล ซี แอนด์ ดี",NULL
1717,"condo","คลาส สยาม",NULL
1718,"condo","คลาส สารสิน – ราชดำริห์",NULL
1719,"condo","คลาส หลังสวน",NULL
1720,"condo","คลาสสีลม",NULL
1721,"condo","ควอด สีลม",NULL
1722,"condo","คอนโด ยู แอท หัวหมาก สเตชั่น",NULL
1723,"condo","คอนโด วัน เอ็กซ์ สาทร-นราธิวาส",NULL
1724,"condo","คอนโดเชน หัวหิน",NULL
1725,"condo","คอนโดเทล คลิฟ แอนด์ บีช",NULL
1726,"condo","คอนโดเทลคลิฟ แอนด์ บีช",NULL
1727,"condo","คอนโดเลต ไอซ์ ราชเทวี",NULL
1728,"condo","คอนโดเลต ดเวล สุขุมวิท 26",NULL
1729,"condo","คอนโดเลต พิกเซล สาทร",NULL
1730,"condo","คอนโดเลต มิสท์ พระราม",NULL
1731,"condo","คอนโดเลต มิสท์ พระราม 9",NULL
1732,"condo","คอนโดเลต ลาดพร้าว",NULL
1733,"condo","คอนโดเลท ไลท์",NULL
1734,"condo","คอนโดทาวน์ 5",NULL
1735,"condo","คอนโดมิเนียม CDEFG",NULL
1736,"condo","คอนโดมิเนียม เอฟ",NULL
1737,"condo","คอนโดมิเนียม จี",NULL
1738,"condo","คอนโดมีสุข อาคาร เอ",NULL
1739,"condo","คอนโดมีสุข อาคาร บี",NULL
1740,"condo","คอนโดวัน สุขุมวิท 52 คอนโดมิเนียม",NULL
1741,"condo","คอนโดวัน สุขุมวิท 67 คอนโดมิเนียม",NULL
1742,"condo","คอนโดวิว นกยูง คอนโดมิเนียม",NULL
1743,"condo","คอมมอนเวลธ์ ปิ่นเกล้า",NULL
1744,"condo","คอลเลซซิโอ สาทร-พิพัฒน์",NULL
1745,"condo","คันทรี่ คอมเพล็กซ์ อาคาร ซี",NULL
1746,"condo","คันทรี่ คอมเพล็กซ์ อาคาร บี",NULL
1747,"condo","คันทรี่ ซี",NULL
1748,"condo","คันทรี่คอมเพล็กซ์ อาคาร บี",NULL
1749,"condo","คัลเลอร์ลิฟวิ่ง (บ้านเทพารักษ์ 1)",NULL
1750,"condo","คัลเลอร์ลีฟวิ่ง (บ้านเทพรักษ์ 1)",NULL
1751,"condo","คาซ่า เวล่า โฮเต็ล คอนโดมิเนียม",NULL
1752,"condo","คาซ่า เอสปันญ่า คอนโดมิเนียม",NULL
1753,"condo","คาซ่า คอนโด สุขุมวิท 97",NULL
1754,"condo","คาซ่า ฟรานซ์ เอแบค บางนา",NULL
1755,"condo","คาซา ริวา วิสต้า 2",NULL
1756,"condo","คาซ่าจอมเทียน",NULL
1757,"condo","คาซาลูนา พาราดิโซ คอนโดมิเนียม บี",NULL
1758,"condo","คาซ่าวีว่า",NULL
1759,"condo","คาร์พิเดี้ยม คอนโด ทาวน์",NULL
1760,"condo","คิว คอนโด อโศก",NULL
1761,"condo","คิว ซีไซด์ หัวหิน",NULL
1762,"condo","คิว หลังสวน",NULL
1763,"condo","คิวเฮ้าส์ คอนโด สุขุมวิท 79",NULL
1764,"condo","คิวหลังสวน",NULL
1765,"condo","คีนน์ บาย แสนสิริ",NULL
1766,"condo","คุณากรชัย เรสซิเด็นซ์",NULL
1767,"condo","คูณสุขวิลล์ ซีและดี",NULL
1768,"condo","คูณสุขวิลล์ อาคาร CD",NULL
1769,"condo","คูณสุขวิลล์ อาคาร EF",NULL
1770,"condo","คูณสุขวิลล์ อีและเอฟ",NULL
1771,"condo","คูล คอนโด พระราม 7",NULL
1772,"condo","คูลคอนโด พระราม 7",NULL
1773,"condo","จรัลสนิทวงศ์ คอนโดมิเนียม",NULL
1774,"condo","จอนนี่ ทาวเวอร์",NULL
1775,"condo","จอนนี่ทาวเวอร์",NULL
1776,"condo","จอมเทียนคอมเพลกซ์ คอนโดเทล",NULL
1777,"condo","จอมเทียนพลาซ่า คอนโดเทล",NULL
1778,"condo","จอมเทียนพลาซ่า คอนโดมิเนียม และ พัทยา ไฮท์",NULL
1779,"condo","จาด้า บีช คอนโดมิเนียม",NULL
1780,"condo","จิวเวลรี่ เทรด เซ็นเตอร์",NULL
1781,"condo","จี สไตล์ คอนโด 1",NULL
1782,"condo","จี สไตล์ คอนโด 2",NULL
1783,"condo","จี-วัน คอนโด",NULL
1784,"condo","จูเวลเลอรี่ เซ็นเตอร์",NULL
1785,"condo","ชวนา เพลส",NULL
1786,"condo","ชะอำบีชคลับ",NULL
1787,"condo","ชะอำ-ลองบีช คอนโดมิเนียม",NULL
1788,"condo","ชะอำ-ลองบีช คอนโดมิเนียม 2",NULL
1789,"condo","ชาโตว์ อินทาวน์ จรัญสนิทวงศ์ 96/2",NULL
1790,"condo","ชาโตว์ อินทาวน์ รัชดา 13-1",NULL
1791,"condo","ชาโตว์ อินทาวน์ รัชดา 17",NULL
1792,"condo","ชาโตว์ อินทาวน์ วิภาวดี 10",NULL
1793,"condo","ชาโตว์ อินทาวน์ สุขุมวิท 64 เอ",NULL
1794,"condo","ชิค คอนโดมิเนียม",NULL
1795,"condo","ชีวาทัย เกษตร-นวมินทร์",NULL
1796,"condo","ชีวาทัย เรสซิเดนซ์ บางโพ",NULL
1797,"condo","ชีวาทัย ปิ่นเกล้า",NULL
1798,"condo","ชีวาทัย ราชปรารภ",NULL
1799,"condo","ชีวาทัย อินเตอร์เชนจ์",NULL
1800,"condo","ชีวาทัย ฮอลล์มาร์ค ลาดพร้าว- โชคชัย 4 เฟส 1",NULL
1801,"condo","ชีวาทัย ฮอลล์มาร์ค ลาดพร้าว-โชคชัย 4 เฟส 1",NULL
1802,"condo","ชีวาทัย ฮอลล์มาร์ค ลาดพร้าว-โชคชัย 4 เฟส 2",NULL
1803,"condo","ซันเซ็ท บลูเลอวาร์ด เรสซิเด้นซ์ 2",NULL
1804,"condo","ซันเซ็ท บูเลอวาร์ด เรสซิเด้นซ์ 2",NULL
1805,"condo","ซันไชน์ บีช คอนโดเทล",NULL
1806,"condo","ซันไรซ์ บีช รีสอร์ท",NULL
1807,"condo","ซันไรซ์ บีช รีสอร์ท แอนด์ เรสซิเด้นซ์",NULL
1808,"condo","ซันไรซ์ บีช รีสอร์ท แอนด์ เรสซิเด้นซ์ คอนโดมิเนียม",NULL
1809,"condo","ซันซิตี้ คอนโดนิเนียม",NULL
1810,"condo","ซันทารา คอนโด",NULL
1811,"condo","ซัมเมอร์ การ์เด้นท์",NULL
1812,"condo","ซายร์ วงศ์อมาตย์",NULL
1813,"condo","ซิตี้ เซ็นเตอร์ เรสซิเดนซ์",NULL
1814,"condo","ซิตี้ เซ็นเตอร์เรสซิเดนซ์",NULL
1815,"condo","ซิตี้ เซ็นเตอร์เรสซิเิดนซ์",NULL
1816,"condo","ซิตี้ โฮม ศรีนครินทร์",NULL
1817,"condo","ซิตี้ การ์เด้น ทรอปิคานา คอนโดมิเนียม",NULL
1818,"condo","ซิตี้ คอร์ท",NULL
1819,"condo","ซิตี้ รีสอร์ท ภาสว่าง",NULL
1820,"condo","ซิตี้ รีสอร์ท รัชดา-ห้วยขวาง",NULL
1821,"condo","ซิตี้เลค ทาวเวอร์",NULL
1822,"condo","ซิตี้โฮม รัชดา-ปิ่นเกล้า 2",NULL
1823,"condo","ซิตี้โฮม รัชดาภิเษก 1",NULL
1824,"condo","ซิตี้โฮม รัชดาภิเษก 2",NULL
1825,"condo","ซิตี้โฮม รัชดาภิเษก 3",NULL
1826,"condo","ซิตี้โฮม รัตนาธิเบศร์",NULL
1827,"condo","ซิตี้โฮม สี่แยกท่าพระ",NULL
1828,"condo","ซิตี้โฮม สุขุมวิท",NULL
1829,"condo","ซิตี้โฮม สุขุมวิท 1",NULL
1830,"condo","ซิตี้โฮม สุขุมวิท 2",NULL
1831,"condo","ซิตี้โฮม หาดใหญ่",NULL
1832,"condo","ซิตี้การ์เด้น ทรอปิคานา คอนโดมิเนียม",NULL
1833,"condo","ซิตี้ทาวเวอร์คอนโดมิเนียม",NULL
1834,"condo","ซิตี้พอยท์ รัชดาภิเษก",NULL
1835,"condo","ซิตี้พาร์ค - บางนา (2) ซี 1 - 9",NULL
1836,"condo","ซิตี้รีสอร์ท ภาสว่าง",NULL
1837,"condo","ซิตี้ลิงค์ คอนโด อาคาร เมลเบิร์น",NULL
1838,"condo","ซิตี้ลิงค์ คอนโด อาคาร มาดริด",NULL
1839,"condo","ซิตี้ลิงค์คอนโด",NULL
1840,"condo","ซิตี้วิลล่า 2",NULL
1841,"condo","ซิตี้วิลล่า 3",NULL
1842,"condo","ซิม วิภา-ลาดพร้าว",NULL
1843,"condo","ซิมวิภา-ลาดพร้าว",NULL
1844,"condo","ซิลเวอร์ เฮอริเทจ คอนโดมิเนียม",NULL
1845,"condo","ซี เอกมัย",NULL
1846,"condo","ซี เอ็น พี คอนโดมิเนียม",NULL
1847,"condo","ซี ซี คอนโดมิเนียม 1",NULL
1848,"condo","ซีณิธ เพลส สุขุมวิท",NULL
1849,"condo","ซีตัส บีชฟร้อนท์ พัทยา",NULL
1850,"condo","ซีทู คอนโดมิเนียม",NULL
1851,"condo","ซีน คอนโด",NULL
1852,"condo","ซีริดจ์ รีสอร์ท",NULL
1853,"condo","ซีสไตล์ คอนโด",NULL
1854,"condo","ซีฮิลล์ พร็อพเพอร์ตี้",NULL
1855,"condo","ซีฮิลล์คอนโด",NULL
1856,"condo","ฌ็องเซลิเซ่ เจ",NULL
1857,"condo","ฌ็องเซลิเซ่ แจ้งวัฒนะ เอ",NULL
1858,"condo","ฌ็องเซลิเซ่ อเวนิว เอ",NULL
1859,"condo","ฌ็องเซลิเซ่ อเวนิว บี",NULL
1860,"condo","ฌ็องเซลิเซ่ อาคาร เค",NULL
1861,"condo","ฌ็องเซลิเซ่อเวนิว ซี",NULL
1862,"condo","ณ ล้าน",NULL
1863,"condo","ณ ล้านนา",NULL
1864,"condo","ณ วรา เรสซิเดนซ์",NULL
1865,"condo","ณ วราเรสซิเดนซ์",NULL
1866,"condo","ณุศาศิริ แกรนด์ คอนโด",NULL
1867,"condo","ดับเบิลเลค คอนโดมิเนียม เฟส 2",NULL
1868,"condo","ดับเบิ้ลเลค คอนโดมิเนียม เฟส 2",NULL
1869,"condo","ดับเบิ้ลยู คอนโด",NULL
1870,"condo","ดาซเซิล สุขุมวิท 7",NULL
1871,"condo","ดาวน์ทาวน์ 49 คอนโดมิเนียม",NULL
1872,"condo","ดิ เอ็กเซ็กคิวทีฟ รีเจ้นท์",NULL
1873,"condo","ดิ เอ็กเซล กรูฟ อาคาร เอ",NULL
1874,"condo","ดิ เอ็กเซล กรูฟ อาคาร ดี และ อาคาร อี",NULL
1875,"condo","ดิ เอ็กเซล กรูฟ อาคาร ดี และอาคาร อี",NULL
1876,"condo","ดิ เอ็กเซล กรูฟ อาคารบี และอาคารซี",NULL
1877,"condo","ดิ เอ็กเซล ปาร์ค",NULL
1878,"condo","ดิ เอ็กเซล รัชดา 18",NULL
1879,"condo","ดิ เอ็กเซล อุดมสุข",NULL
1880,"condo","ดิ เอ็กซ์เซล แบริ่ง",NULL
1881,"condo","ดิ เอ็กซ์เซล ไฮบริด",NULL
1882,"condo","ดิ เอ็กซ์เซลไฮด์อเวย์",NULL
1883,"condo","ดิ เอ๊จท์ คอนโดมิเนียม",NULL
1884,"condo","ดิ เอช เอกมัย",NULL
1885,"condo","ดิ เอดิเตอร์",NULL
1886,"condo","ดิ เอ็มไพร์ เพลส",NULL
1887,"condo","ดิ เอ็มไพร์ ทาวเวอร์ พัทยา",NULL
1888,"condo","ดิ เอส เคป คอนโดมิเนียม อาคาร B",NULL
1889,"condo","ดิ เอส เคป คอนโดมิเนียม อาคาร บี",NULL
1890,"condo","ดิ เอส แอท สิงห์ คอมเพล็กซ์",NULL
1891,"condo","ดิ เอส อโศก",NULL
1892,"condo","ดิ เอสเคป คอนโดมิเนียม อาคารเอฟ",NULL
1893,"condo","ดิ เอสเคป คอนโดมิเนียม อาคารอี",NULL
1894,"condo","ดิ เอสเทลล์ พร้อมพงษ์",NULL
1895,"condo","ดิ เออ เบิ้น สวีท คอนโดมิเนี่ยม ซี",NULL
1896,"condo","ดิ เออเบิ้น พัทยา คอนโดมิเนียม เอ",NULL
1897,"condo","ดิ เออเบิ้น พัทยา คอนโดมิเนียม ซี",NULL
1898,"condo","ดิ เออเบิ้น พัทยา คอนโดมิเนี่ยม ซี",NULL
1899,"condo","ดิ เออเบิ้น พัทยา คอนโดมิเนียม บี",NULL
1900,"condo","ดิ แอดเดรส สุขุมวิท 61",NULL
1901,"condo","ดิ แอดเดรส อโศก",NULL
1902,"condo","ดิ โอเรียนท์ รีสอร์ท แอนด์ สปา",NULL
1903,"condo","ดิ โอลีแอนเดอร์",NULL
1904,"condo","ดิ ไอริส อาคาร เอฟ",NULL
1905,"condo","ดิ ไอริส อาคารเอฟ",NULL
1906,"condo","ดิ ยูนีค เอกมัย-รามอินทรา",NULL
1907,"condo","ดิ ยูนีค รัชดา 19",NULL
1908,"condo","ดิ ยูนีค ลาดพร้าว 10",NULL
1909,"condo","ดิ อเวนิว สปริง",NULL
1910,"condo","ดิ อเวนิวสปริง บี",NULL
1911,"condo","ดิ อัลทิเมท ซีซั่น ปาร์ค",NULL
1912,"condo","ดิ อาร์ท เรสซิเด้นซ์",NULL
1913,"condo","ดิ อินดี๊ด คอนโด ไพร์ม อมตะ",NULL
1914,"condo","ดิ อินดี๊ด คอนโด บางพลี",NULL
1915,"condo","ดิ อินดี๊ด คอนโด พาร์ค อมตะ",NULL
1916,"condo","ดิ อินดี๊ดคอนโด เออร์เบิน ศรีราชา",NULL
1917,"condo","ดิ อีลีแกนซ์ คอนโดมิเนียม",NULL
1918,"condo","ดิเอสเคป คอนโดมิเนียม อาคาร บี",NULL
1919,"condo","ดิเอสเคป คอนโดมิเนียม อาคารซี",NULL
1920,"condo","ดิเอสเคป คอนโดมิเนียม อาคารดี",NULL
1921,"condo","ดิเอสเทลล์ พร้อมพงษ์",NULL
1922,"condo","ดิเออร์ บานา นนทบุรี",NULL
1923,"condo","ดิเออร์บานา นนทบุรี",NULL
1924,"condo","ดิแอดเดรส ปทุมวัน อาคาร บี",NULL
1925,"condo","ดิแอดเดรส สาทร",NULL
1926,"condo","ดิแอร์พอร์ต เรสซิเดนซ์",NULL
1927,"condo","ดิโอเรียนท์ รีสอร์ท แอนด์ สปา",NULL
1928,"condo","ดิไอริส บางใหญ่",NULL
1929,"condo","ดิไอริส ศรีนครินทร์",NULL
1930,"condo","ดิไอริส อาคาร เอ",NULL
1931,"condo","ดิไอริส อาคาร ดี",NULL
1932,"condo","ดิไอริส อาคารเอ",NULL
1933,"condo","ดิไอริส อาคารเอช",NULL
1934,"condo","ดิไอริส อาคารอี",NULL
1935,"condo","ดิออสการ์ คอนโด เพชรเกษม 58",NULL
1936,"condo","ดี 25 ทองหล่อ คอนโดมิเนียม",NULL
1937,"condo","ดี 65 คอนโดมิเนียม",NULL
1938,"condo","ดี 65 คอนโดมิเนียม A",NULL
1939,"condo","ดี เมโมเรีย พหลโยธิน 8 คอนโดมิเนียม",NULL
1940,"condo","ดี คอนโด แคมปัส รีสอร์ท บางแสน",NULL
1941,"condo","ดี คอนโด จรัญ 9 - บางขุนนนท์",NULL
1942,"condo","ดี คอนโด รัตนาธิเบศร์",NULL
1943,"condo","ดี คอนโด รามคำแหง",NULL
1944,"condo","ดี คอนโด รามคำแหง 64",NULL
1945,"condo","ดี คอนโด สาธุประดิษฐ์ 49",NULL
1946,"condo","ดี มูระ รัชโยธิน คอนโดมิเนียม",NULL
1947,"condo","ดี.เอส. ทาวเวอร์ 2",NULL
1948,"condo","ดี.เอส.ทาวเวอร์ 2",NULL
1949,"condo","ดี.ซี. ทาวเวอร์",NULL
1950,"condo","ดีคอน ไพร์ม รัตนาธิเบศร์",NULL
1951,"condo","ดีคอนโด ไมน์",NULL
1952,"condo","ดีบุรา พรานนก",NULL
1953,"condo","ดุลิยา ชาริสม่า",NULL
1954,"condo","ดุลิยาเพลส",NULL
1955,"condo","ดุสิต อเวนิว",NULL
1956,"condo","ตรีทศ ซิตี้ มารีน่า",NULL
1957,"condo","ตลาด และคอนโดเทล ศูนย์การค้าหนองแขม",NULL
1958,"condo","ตวันนา เรสซิเด้นส์ 1",NULL
1959,"condo","ติรติรา",NULL
1960,"condo","ตึกช้าง",NULL
1961,"condo","ทรีท็อปส์ คอนโดมิเนียม",NULL
1962,"condo","ทรู ทองหล่อ คอนโด",NULL
1963,"condo","ทวินทาวเวอร์",NULL
1964,"condo","ทองประชาคอนโดทาวน์ 5",NULL
1965,"condo","ท๊อปวิว ทาวเวอร์",NULL
1966,"condo","ทาวเวอร์ 1 ออฟฟิศ",NULL
1967,"condo","ทาวเวอร์พาร์ค",NULL
1968,"condo","ทาวน์อินทาวน์ออฟฟิศ คอนโด",NULL
1969,"condo","ทิพย์ธานี เรสซิเดนซ์",NULL
