ticket_id,year,date,company_id,management_id,status_id,phone1_id,phone2_id,phone3_id,question_id,solve_id
41396,2023,NULL,1409,760,1814,NULL,1349,NULL,17990,14041
41397,2023,NULL,7447,NULL,816,NULL,159,NULL,3131,7947
41398,2023,NULL,6363,NULL,858,NULL,895,NULL,17991,4746
41399,2023,NULL,1225,572,791,2214,NULL,NULL,3318,9777
41400,2023,NULL,2457,NULL,858,NULL,4889,NULL,17992,8359
41401,2023,NULL,2142,NULL,825,NULL,NULL,4813,3131,3699
41402,2023,NULL,1213,NULL,799,NULL,NULL,2289,17993,8359
41403,2023,NULL,4484,NULL,1199,1965,NULL,5018,3650,3165
41404,2023,NULL,4996,NULL,1433,NULL,NULL,7927,1121,8359
41405,2023,NULL,3695,NULL,1344,NULL,2851,275,663,13835
41406,2023,NULL,3590,729,1363,NULL,4949,NULL,185,20881
41407,2023,NULL,2263,NULL,825,NULL,NULL,3969,17994,904
41408,2023,NULL,484,NULL,NULL,NULL,2459,NULL,17995,15170
41409,2023,NULL,4974,NULL,791,NULL,NULL,4435,2218,NULL
41410,2023,NULL,7256,NULL,836,NULL,198,NULL,17996,5620
41411,2023,NULL,3495,NULL,843,NULL,508,NULL,10149,14028
41412,2023,NULL,5908,NULL,825,NULL,NULL,5171,17997,8558
41413,2023,NULL,2843,NULL,858,NULL,NULL,6909,3131,4085
41414,2023,NULL,1469,NULL,1481,NULL,NULL,7201,17998,20929
41415,2023,NULL,2142,NULL,825,NULL,NULL,4813,3131,19133
41416,2023,NULL,2872,NULL,1411,NULL,4363,NULL,17999,6457
41417,2023,NULL,3579,NULL,791,NULL,NULL,5498,156,20881
41418,2023,NULL,2263,NULL,825,NULL,NULL,3968,7427,12920
41419,2023,NULL,2198,668,935,NULL,NULL,161,18000,17893
41420,2023,NULL,2546,299,833,NULL,314,NULL,219,14981
41421,2023,NULL,6257,NULL,977,NULL,3124,NULL,3231,2696
41422,2023,NULL,3602,NULL,786,NULL,4755,NULL,150,5206
41423,2023,NULL,1469,NULL,1481,NULL,NULL,7201,682,NULL
41424,2023,NULL,3778,NULL,657,NULL,NULL,3962,324,15170
41425,2023,NULL,2062,NULL,1862,NULL,NULL,3878,156,11480
41426,2023,NULL,2118,NULL,858,918,NULL,5597,13910,14981
41427,2023,NULL,7259,NULL,791,636,NULL,NULL,18001,21965
41428,2023,NULL,3416,NULL,804,NULL,NULL,324,156,20881
41429,2023,NULL,7061,NULL,1718,NULL,NULL,6123,3131,17538
41430,2023,NULL,2186,NULL,804,2087,NULL,NULL,18002,20881
41431,2023,NULL,7653,NULL,825,NULL,3307,NULL,3231,2690
41432,2023,NULL,2263,NULL,825,NULL,NULL,3968,18003,14346
41433,2023,NULL,1923,NULL,667,NULL,NULL,6819,18004,12052
41434,2023,NULL,4680,NULL,650,NULL,NULL,4627,18005,NULL
41435,2023,NULL,6352,NULL,1481,NULL,1485,NULL,17192,13869
41436,2023,NULL,5325,NULL,786,NULL,NULL,764,2544,14348
41437,2023,NULL,3437,NULL,1481,NULL,2471,NULL,3222,7023
41438,2023,NULL,5123,NULL,843,1473,NULL,NULL,184,14380
41439,2023,NULL,4019,NULL,816,NULL,1172,NULL,18006,7510
41440,2023,NULL,3123,730,799,NULL,1789,NULL,156,20881
41441,2023,NULL,2351,NULL,833,NULL,NULL,644,18007,16434
41442,2023,NULL,2293,NULL,843,NULL,974,NULL,156,20929
41443,2023,NULL,7653,NULL,825,NULL,3307,NULL,3173,12124
41444,2023,NULL,6767,NULL,825,NULL,3267,NULL,156,20881
41445,2023,NULL,6352,NULL,1481,NULL,1485,NULL,18008,16774
41446,2023,NULL,7040,734,791,175,NULL,NULL,8698,5206
41447,2023,NULL,1516,NULL,791,NULL,NULL,864,18009,16733
41448,2023,NULL,2778,NULL,953,NULL,2758,NULL,179,20881
41449,2023,NULL,2255,NULL,971,NULL,1945,7899,3131,17421
41450,2023,NULL,1783,NULL,779,NULL,3242,NULL,156,19897
41451,2023,NULL,7238,NULL,804,NULL,3740,NULL,18010,14029
41452,2023,NULL,7075,NULL,843,NULL,3864,NULL,8698,5206
41453,2023,NULL,2661,398,804,NULL,NULL,1548,18011,7192
41454,2023,NULL,5389,NULL,843,NULL,1454,NULL,32,8359
41455,2023,NULL,3331,NULL,799,NULL,1977,NULL,3131,1696
41456,2023,NULL,5252,NULL,1464,NULL,NULL,4283,18012,13319
41457,2023,NULL,5855,NULL,1542,NULL,NULL,2431,15030,13257
41458,2023,NULL,1040,NULL,2030,NULL,NULL,NULL,18013,4851
41459,2023,NULL,1040,NULL,2030,NULL,NULL,NULL,8673,NULL
41460,2023,NULL,5252,NULL,816,NULL,1847,NULL,18014,NULL
41461,2023,NULL,6365,NULL,1092,NULL,4186,NULL,156,20881
41462,2023,NULL,2913,NULL,1519,NULL,2415,NULL,3467,16017
41463,2023,NULL,1109,610,676,NULL,3279,NULL,289,8359
41464,2023,NULL,5419,NULL,833,NULL,NULL,5973,2031,15038
41465,2023,NULL,1040,NULL,2030,NULL,NULL,NULL,NULL,NULL
41466,2023,NULL,1234,NULL,799,NULL,3471,NULL,61,NULL
41467,2023,NULL,6027,341,676,NULL,3131,NULL,184,8647
41468,2023,NULL,3695,NULL,1344,NULL,2851,275,3318,16318
41469,2023,NULL,7284,NULL,843,NULL,4461,NULL,684,5206
41470,2023,NULL,5409,NULL,858,NULL,5136,NULL,684,20881
41471,2023,NULL,1109,610,676,NULL,3279,NULL,156,NULL
41472,2023,NULL,2417,NULL,843,NULL,605,NULL,1606,15038
41473,2023,NULL,5169,742,926,33,NULL,NULL,18016,38
41474,2023,NULL,1136,838,809,1891,NULL,NULL,18017,21794
41475,2023,NULL,2485,NULL,816,NULL,NULL,3900,156,20881
41476,2023,NULL,4994,NULL,825,NULL,NULL,7858,18018,18420
41477,2023,NULL,1215,NULL,799,NULL,NULL,2289,3634,8359
41478,2023,NULL,4730,NULL,858,839,NULL,NULL,18019,15170
41479,2023,NULL,6673,NULL,791,NULL,4787,NULL,18020,18856
41480,2023,NULL,5252,NULL,816,NULL,NULL,6935,3131,4245
41481,2023,NULL,2878,NULL,1481,978,NULL,NULL,8597,12834
41482,2023,NULL,5640,NULL,786,NULL,NULL,5663,156,20881
41483,2023,NULL,7259,NULL,791,NULL,NULL,3135,18021,15047
41484,2023,NULL,6352,NULL,1481,NULL,1485,NULL,18022,14272
41485,2023,NULL,3416,NULL,804,NULL,NULL,2209,156,20833
41486,2023,NULL,7050,NULL,1500,NULL,5501,NULL,18023,20881
41487,2023,NULL,5490,615,791,NULL,NULL,4769,18024,19169
41488,2023,NULL,3273,NULL,825,NULL,1270,NULL,156,20834
41489,2023,NULL,4940,NULL,1114,897,NULL,NULL,18025,15170
41490,2023,NULL,2843,NULL,858,NULL,NULL,6909,3131,17557
41491,2023,NULL,6656,536,843,NULL,3227,NULL,62,8558
41492,2023,NULL,6767,NULL,825,NULL,3267,NULL,156,19897
41493,2023,NULL,4730,NULL,858,839,NULL,NULL,18026,22034
41494,2023,NULL,7040,734,791,173,NULL,NULL,399,21014
41495,2023,NULL,511,NULL,NULL,NULL,2459,NULL,18027,15170
41496,2023,NULL,2189,NULL,804,NULL,NULL,876,18028,8714
41497,2023,NULL,3273,NULL,825,NULL,1270,NULL,156,20929
41498,2023,NULL,7238,NULL,804,NULL,3740,NULL,156,20881
41499,2023,NULL,7075,NULL,843,NULL,3864,NULL,16851,10252
41500,2023,NULL,6656,536,843,NULL,3227,NULL,62,8558
41501,2023,NULL,5330,NULL,791,NULL,4996,NULL,156,8359
41502,2023,NULL,3280,NULL,1481,NULL,3354,NULL,8597,12834
41503,2023,NULL,2189,NULL,804,NULL,NULL,876,3600,8558
41504,2023,NULL,5455,NULL,809,NULL,3443,NULL,246,8359
41505,2023,NULL,4974,NULL,791,NULL,2977,NULL,18029,11198
41506,2023,NULL,5698,NULL,799,NULL,3885,NULL,18030,5206
41507,2023,NULL,3446,NULL,786,NULL,NULL,1345,156,22223
41508,2023,NULL,6027,341,676,1245,NULL,NULL,3656,8359
41509,2023,NULL,3019,NULL,786,NULL,3996,NULL,1606,15038
41510,2023,NULL,2837,NULL,858,NULL,2572,NULL,18031,15047
41511,2023,NULL,1136,838,809,1891,NULL,NULL,3131,4791
41512,2023,NULL,5287,NULL,791,1333,NULL,NULL,156,21368
41513,2023,NULL,5597,NULL,1481,NULL,2578,NULL,71,15170
41514,2023,NULL,1958,NULL,809,NULL,5329,NULL,17094,14438
41515,2023,NULL,2750,730,816,NULL,NULL,5094,450,16459
41516,2023,NULL,2764,NULL,1500,NULL,NULL,3905,18032,13013
41517,2023,NULL,5302,NULL,843,NULL,3678,NULL,2547,20881
41518,2023,NULL,1420,NULL,816,NULL,5049,NULL,15780,8430
41519,2023,NULL,5582,NULL,816,NULL,NULL,7479,18033,19897
41520,2023,NULL,3446,NULL,786,NULL,NULL,1345,156,22223
41521,2023,NULL,6768,431,825,NULL,3267,NULL,18034,1656
41522,2023,NULL,2387,849,729,NULL,NULL,5266,1829,19104
41523,2023,NULL,1273,796,858,NULL,1656,NULL,32,15170
41524,2023,NULL,5302,NULL,843,NULL,3678,NULL,3231,5145
41525,2023,NULL,1215,NULL,799,NULL,NULL,2289,1084,5206
41526,2023,NULL,3446,NULL,786,NULL,NULL,1345,156,17030
41527,2023,NULL,280,746,690,NULL,2121,NULL,8604,8359
41528,2023,NULL,5530,305,705,1554,NULL,3087,18035,NULL
41529,2023,NULL,7271,NULL,799,NULL,461,NULL,13826,12966
41530,2023,NULL,5287,NULL,791,1333,NULL,NULL,156,20881
41531,2023,NULL,6027,341,676,1245,NULL,NULL,663,1591
41532,2023,NULL,2039,NULL,971,NULL,NULL,6916,156,20961
41533,2023,NULL,2806,285,981,NULL,4803,NULL,144,19927
41534,2023,NULL,5482,877,1019,NULL,1342,NULL,8667,734
41535,2023,NULL,1343,NULL,809,NULL,3296,NULL,18036,21285
41536,2023,NULL,7271,NULL,799,54,461,NULL,18037,18447
41537,2023,NULL,3155,NULL,843,NULL,1527,NULL,18038,2471
41538,2023,NULL,3123,730,799,NULL,NULL,1016,61,20881
41539,2023,NULL,1110,610,676,NULL,3279,NULL,18039,21082
41540,2023,NULL,1574,NULL,833,NULL,NULL,4325,62,8450
41541,2023,NULL,2421,NULL,858,NULL,NULL,933,18040,20881
41542,2023,NULL,1040,NULL,2030,NULL,NULL,NULL,8673,NULL
41543,2023,NULL,5855,NULL,1542,1623,NULL,NULL,18041,7441
41544,2023,NULL,4195,NULL,1380,93,NULL,NULL,18042,15170
41545,2023,NULL,1040,NULL,2030,NULL,NULL,NULL,18043,NULL
41546,2023,NULL,2435,NULL,779,NULL,NULL,4398,156,21111
41547,2023,NULL,6252,NULL,1216,NULL,3641,NULL,18044,15170
41548,2023,NULL,2293,NULL,843,NULL,974,NULL,17192,11422
41549,2023,NULL,4730,NULL,858,797,NULL,NULL,18045,8359
41550,2023,NULL,6257,NULL,977,NULL,3124,NULL,156,8540
41551,2023,NULL,2413,364,977,NULL,621,NULL,10475,9485
41552,2023,NULL,2664,395,825,NULL,2313,NULL,18046,5635
41553,2023,NULL,2093,NULL,843,NULL,NULL,3197,2634,20881
41554,2023,NULL,5263,NULL,889,NULL,1961,NULL,3354,1590
41555,2023,NULL,2485,NULL,816,NULL,NULL,4013,18047,20627
41556,2023,NULL,5990,NULL,809,NULL,2902,NULL,9433,20961
41557,2023,NULL,1137,838,809,1889,NULL,NULL,18048,696
41558,2023,NULL,3366,NULL,825,NULL,NULL,282,14864,21561
41559,2023,NULL,1251,NULL,786,NULL,543,NULL,150,20881
41560,2023,NULL,2413,364,977,NULL,621,NULL,18049,5537
41561,2023,NULL,3437,NULL,1481,NULL,2563,NULL,156,21561
41562,2023,NULL,1518,496,794,NULL,NULL,1716,684,20881
41563,2023,NULL,2729,875,833,NULL,NULL,7054,18050,13200
41564,2023,NULL,1343,NULL,809,NULL,3296,NULL,1419,NULL
41565,2023,NULL,1498,597,697,NULL,5502,NULL,686,5206
41566,2023,NULL,1206,NULL,799,NULL,1698,NULL,18051,5597
41567,2023,NULL,1682,NULL,799,NULL,NULL,3008,18052,7336
41568,2023,NULL,5380,NULL,809,2493,NULL,NULL,18053,5206
41569,2023,NULL,2707,701,825,NULL,2023,NULL,2547,5206
41570,2023,NULL,1134,NULL,825,1046,NULL,NULL,3354,6114
41571,2023,NULL,5457,NULL,809,1166,NULL,NULL,156,9466
41572,2023,NULL,1613,NULL,791,NULL,3252,NULL,7191,15170
41573,2023,NULL,5598,NULL,1481,NULL,2578,NULL,18054,2818
41574,2023,NULL,5668,663,732,2502,NULL,NULL,189,15773
41575,2023,NULL,2394,NULL,989,NULL,NULL,4030,18055,8558
41576,2023,NULL,6716,NULL,809,NULL,3861,NULL,3436,16064
41577,2023,NULL,4568,NULL,825,NULL,2921,NULL,18056,5620
41578,2023,NULL,6863,NULL,786,2443,NULL,NULL,156,20881
41579,2023,NULL,3416,NULL,804,NULL,NULL,324,3131,14220
41580,2023,NULL,5565,NULL,945,NULL,NULL,7151,156,20881
41581,2023,NULL,2485,NULL,816,NULL,NULL,4013,18057,NULL
41582,2023,NULL,4003,NULL,1481,NULL,NULL,3013,3131,8855
41583,2023,NULL,2578,NULL,804,NULL,NULL,3510,4579,21241
41584,2023,NULL,1518,496,794,NULL,NULL,1716,684,20881
41585,2023,NULL,5802,NULL,858,NULL,NULL,3644,156,NULL
41586,2023,NULL,5392,NULL,779,1153,4490,NULL,62,19054
41587,2023,NULL,6415,NULL,779,NULL,4245,NULL,18058,8540
41588,2023,NULL,1040,NULL,2030,NULL,NULL,NULL,18059,NULL
41589,2023,NULL,5392,NULL,779,1153,4490,NULL,18060,19305
41590,2023,NULL,6597,NULL,1481,NULL,486,NULL,8597,12834
41591,2023,NULL,1040,NULL,2030,NULL,NULL,NULL,17640,NULL
41592,2023,NULL,7238,NULL,804,NULL,NULL,1213,684,5206
41593,2023,NULL,6363,753,858,NULL,NULL,3583,684,8647
41594,2023,NULL,3331,NULL,799,NULL,1977,NULL,18061,NULL
41595,2023,NULL,1774,NULL,1481,NULL,4692,NULL,8597,12834
41596,2023,NULL,5785,NULL,1611,NULL,3501,NULL,663,NULL
41597,2023,NULL,2601,NULL,1344,NULL,1868,NULL,18062,8558
41598,2023,NULL,2742,277,779,NULL,NULL,784,18063,2253
41599,2023,NULL,2485,NULL,816,NULL,NULL,4013,18057,21004
41600,2023,NULL,3868,NULL,816,NULL,NULL,2313,246,8359
41601,2023,NULL,1235,NULL,833,194,NULL,NULL,3656,8359
41602,2023,NULL,1599,431,791,NULL,3414,NULL,18064,14370
41603,2023,NULL,3133,NULL,836,NULL,NULL,2110,18065,5620
41604,2023,NULL,2263,NULL,825,NULL,NULL,3968,3656,21077
41605,2023,NULL,2351,NULL,833,NULL,NULL,644,324,16459
41606,2023,NULL,2485,NULL,816,NULL,NULL,4013,156,20881
41607,2023,NULL,1040,NULL,2030,NULL,NULL,NULL,18066,NULL
41608,2023,NULL,5380,NULL,809,2493,NULL,NULL,1489,21285
41609,2023,NULL,2231,387,851,NULL,2508,NULL,18067,8540
41610,2023,NULL,3591,NULL,825,NULL,NULL,3143,3131,21265
41611,2023,NULL,5375,NULL,786,NULL,3015,NULL,12125,22178
41612,2023,NULL,3591,NULL,825,NULL,NULL,3143,156,20881
41613,2023,NULL,3106,NULL,825,NULL,4544,NULL,18068,12145
41614,2023,NULL,7659,NULL,825,NULL,5194,NULL,1509,15170
41615,2023,NULL,6565,NULL,851,NULL,NULL,2299,18069,20881
41616,2023,NULL,6565,NULL,851,NULL,NULL,2299,18070,12691
41617,2023,NULL,2516,764,809,NULL,1508,NULL,17611,22118
41618,2023,NULL,3187,NULL,1448,NULL,NULL,7536,1121,20881
41619,2023,NULL,5234,NULL,977,NULL,592,NULL,156,20881
41620,2023,NULL,2417,NULL,843,NULL,NULL,4925,4736,NULL
41621,2023,NULL,28,546,1481,NULL,522,NULL,319,8568
41622,2023,NULL,3347,804,809,NULL,NULL,6627,14561,19141
41623,2023,NULL,3271,NULL,791,1306,NULL,NULL,18071,12177
41624,2023,NULL,3416,NULL,804,NULL,NULL,324,156,20929
41625,2023,NULL,1518,496,794,NULL,NULL,1716,4368,14915
41626,2023,NULL,5816,NULL,816,1332,NULL,NULL,18072,5206
41627,2023,NULL,3161,505,1433,NULL,NULL,1656,32,8647
41628,2023,NULL,2144,NULL,786,NULL,NULL,7024,12488,20943
41629,2023,NULL,1206,NULL,799,NULL,1698,NULL,16991,9610
41630,2023,NULL,2878,NULL,825,NULL,NULL,3468,156,20881
41631,2023,NULL,2843,NULL,858,NULL,NULL,6909,156,22379
41632,2023,NULL,6605,NULL,786,NULL,1120,NULL,18073,19231
41633,2023,NULL,7119,NULL,833,226,NULL,NULL,88,8359
41634,2023,NULL,5603,NULL,786,NULL,NULL,6922,684,20881
41635,2023,NULL,5449,NULL,779,1158,NULL,NULL,18074,17036
41636,2023,NULL,4506,NULL,791,NULL,4675,NULL,156,20881
41637,2023,NULL,3591,NULL,825,NULL,NULL,3143,156,8647
41638,2023,NULL,5753,NULL,833,NULL,2209,NULL,18075,19119
41639,2023,NULL,5310,NULL,1293,NULL,125,NULL,3134,2037
41640,2023,NULL,5426,NULL,809,NULL,1060,NULL,686,5206
41641,2023,NULL,1221,NULL,816,2211,NULL,NULL,15249,8359
41642,2023,NULL,3247,NULL,1411,NULL,NULL,2229,156,NULL
41643,2023,NULL,3753,504,1713,NULL,NULL,3958,9426,NULL
41644,2023,NULL,5055,NULL,779,NULL,NULL,5994,1695,NULL
41645,2023,NULL,964,577,624,NULL,1250,NULL,18076,3374
41646,2023,NULL,2570,496,794,NULL,NULL,1716,18077,16709
41647,2023,NULL,5992,NULL,851,NULL,2665,NULL,3131,20093
41648,2023,NULL,2325,NULL,833,NULL,2242,NULL,156,20991
41649,2023,NULL,4832,NULL,809,NULL,NULL,2592,18078,11157
41650,2023,NULL,2526,NULL,858,NULL,5208,NULL,684,20881
41651,2023,NULL,5536,506,1045,NULL,4805,NULL,18079,21191
41652,2023,NULL,1328,NULL,1078,NULL,4658,NULL,1121,NULL
41653,2023,NULL,5695,NULL,1813,NULL,2059,NULL,18080,20243
41654,2023,NULL,5351,NULL,930,NULL,275,NULL,18081,20881
41655,2023,NULL,6352,NULL,1481,2178,NULL,3516,18082,3576
41656,2023,NULL,1806,NULL,816,NULL,967,NULL,1121,8359
41657,2023,NULL,1923,NULL,667,NULL,NULL,6819,18083,10517
41658,2023,NULL,5990,NULL,809,NULL,2902,NULL,156,20881
41659,2023,NULL,1234,NULL,799,NULL,3471,NULL,684,10322
41660,2023,NULL,5263,NULL,889,NULL,1961,NULL,18084,11309
41661,2023,NULL,5196,NULL,1013,NULL,NULL,4295,18085,13640
41662,2023,NULL,263,746,690,NULL,2122,NULL,31,9766
41663,2023,NULL,3423,NULL,1851,NULL,49,NULL,18086,20881
41664,2023,NULL,7119,NULL,833,226,NULL,NULL,18087,2012
41665,2023,NULL,1526,NULL,1364,NULL,71,NULL,18088,13248
41666,2023,NULL,5355,NULL,804,NULL,NULL,4960,18089,14951
41667,2023,NULL,3366,NULL,825,NULL,NULL,282,18090,12965
41668,2023,NULL,2177,NULL,1481,1003,NULL,NULL,16706,12853
41669,2023,NULL,6570,NULL,825,NULL,NULL,1418,767,14981
41670,2023,NULL,3226,574,843,NULL,3089,NULL,3855,17136
41671,2023,NULL,6023,NULL,833,NULL,2388,NULL,156,20881
41672,2023,NULL,4798,NULL,858,NULL,NULL,2674,18091,15170
41673,2023,NULL,2086,321,945,NULL,3327,NULL,189,15839
41674,2023,NULL,2417,NULL,843,NULL,605,NULL,156,21657
41675,2023,NULL,5194,NULL,1200,1965,NULL,5018,18092,200
41676,2023,NULL,4854,NULL,791,NULL,NULL,210,3131,14207
41677,2023,NULL,2351,NULL,833,NULL,NULL,1588,312,15170
41678,2023,NULL,7178,NULL,1481,NULL,4308,NULL,9146,17030
41679,2023,NULL,7274,NULL,799,NULL,461,NULL,3580,6960
41680,2023,NULL,1297,NULL,779,NULL,699,NULL,156,8566
41681,2023,NULL,5470,NULL,1262,NULL,NULL,1199,32,15170
41682,2023,NULL,5565,NULL,945,NULL,NULL,7151,3366,6533
41683,2023,NULL,658,NULL,NULL,NULL,3369,NULL,18093,20881
41684,2023,NULL,779,NULL,NULL,NULL,NULL,3965,18094,15170
41685,2023,NULL,7198,NULL,1415,NULL,3535,NULL,16081,20181
41686,2023,NULL,2941,NULL,1361,NULL,826,NULL,684,NULL
41687,2023,NULL,1182,465,1379,NULL,NULL,389,1121,17030
41688,2023,NULL,5336,NULL,833,348,NULL,NULL,8597,12834
41689,2023,NULL,4192,NULL,1860,NULL,428,NULL,18095,8359
41690,2023,NULL,3273,NULL,825,NULL,1270,NULL,156,20881
41691,2023,NULL,2047,NULL,779,NULL,591,NULL,5205,8647
41692,2023,NULL,2421,451,858,NULL,5071,NULL,18096,NULL
41693,2023,NULL,3680,648,809,NULL,3321,NULL,18097,6066
41694,2023,NULL,3416,NULL,804,NULL,NULL,324,156,22223
41695,2023,NULL,2351,NULL,833,NULL,NULL,4371,18098,16611
41696,2023,NULL,7017,602,712,NULL,3134,NULL,3922,20881
41697,2023,NULL,6833,NULL,825,NULL,NULL,1320,18099,5620
41698,2023,NULL,5389,NULL,843,NULL,1455,NULL,18100,10803
41699,2023,NULL,7436,NULL,851,NULL,NULL,2538,18101,12989
41700,2023,NULL,1284,NULL,809,NULL,3006,NULL,18102,5620
41701,2023,NULL,7178,NULL,1481,NULL,4308,NULL,9146,20881
41702,2023,NULL,5055,NULL,779,NULL,NULL,5994,18103,11518
41703,2023,NULL,6352,NULL,1481,NULL,NULL,3517,13061,8566
41704,2023,NULL,3537,NULL,843,NULL,1230,NULL,18104,8359
41705,2023,NULL,5695,NULL,1813,NULL,2059,NULL,18105,13140
41706,2023,NULL,1235,NULL,833,194,NULL,NULL,NULL,2555
41707,2023,NULL,7017,602,712,NULL,3133,NULL,18107,9541
41708,2023,NULL,6833,NULL,825,NULL,NULL,355,18108,8647
41709,2023,NULL,6676,NULL,779,NULL,89,NULL,18109,17544
41710,2023,NULL,5514,824,858,NULL,4895,NULL,15578,5206
41711,2023,NULL,2872,NULL,804,NULL,NULL,8189,18110,12853
41712,2023,NULL,5449,NULL,779,1158,NULL,NULL,17759,6729
41713,2023,NULL,3698,NULL,809,NULL,3378,NULL,1319,5877
41714,2023,NULL,1133,NULL,825,1047,NULL,5341,18111,8356
41715,2023,NULL,3366,NULL,825,NULL,NULL,282,18112,18437
41716,2023,NULL,5726,756,695,NULL,1617,NULL,18113,20369
41717,2023,NULL,5375,NULL,786,NULL,3015,NULL,18114,NULL
41718,2023,NULL,1937,NULL,791,NULL,5100,NULL,18115,13195
41719,2023,NULL,6833,NULL,825,NULL,NULL,355,18116,8647
41720,2023,NULL,1929,632,786,NULL,3284,NULL,291,14981
41721,2023,NULL,4415,NULL,833,NULL,1703,4238,18117,1570
41722,2023,NULL,6127,NULL,851,1328,1812,6598,18118,NULL
41723,2023,NULL,2325,NULL,836,NULL,2242,NULL,18119,5620
41724,2023,NULL,1040,NULL,2030,NULL,NULL,NULL,8673,NULL
41725,2023,NULL,2999,412,791,NULL,NULL,7314,673,8647
41726,2023,NULL,5263,NULL,889,NULL,1961,NULL,3709,6152
41727,2023,NULL,7501,NULL,833,NULL,2134,NULL,110,14981
41728,2023,NULL,3416,NULL,804,NULL,NULL,2209,3131,3380
41729,2023,NULL,1359,NULL,851,NULL,1629,NULL,156,20881
41730,2023,NULL,1040,NULL,2030,NULL,NULL,NULL,NULL,NULL
41731,2023,NULL,3421,NULL,1319,NULL,4662,NULL,3650,15170
41732,2023,NULL,799,NULL,NULL,NULL,NULL,3634,18121,3154
41733,2023,NULL,3669,NULL,791,NULL,2496,NULL,156,15038
41734,2023,NULL,1040,NULL,2030,NULL,NULL,NULL,18122,NULL
41735,2023,NULL,5778,620,825,NULL,2138,NULL,13979,NULL
41736,2023,NULL,4730,NULL,858,803,NULL,NULL,18123,19742
41737,2023,NULL,3538,NULL,809,NULL,NULL,1219,3285,8647
41738,2023,NULL,1981,NULL,1481,NULL,3263,NULL,8597,12853
41739,2023,NULL,3850,NULL,791,NULL,4722,NULL,18124,NULL
41740,2023,NULL,1334,NULL,1779,NULL,523,NULL,9969,13030
41741,2023,NULL,4680,NULL,650,NULL,4277,NULL,18125,20881
41742,2023,NULL,7410,NULL,825,NULL,3211,NULL,3131,2116
41743,2023,NULL,3630,635,1801,1085,NULL,NULL,14359,15170
41744,2023,NULL,4348,NULL,786,72,NULL,NULL,18126,1771
41745,2023,NULL,867,NULL,NULL,NULL,NULL,895,18127,8568
41746,2023,NULL,1285,NULL,809,NULL,3006,NULL,18128,5394
41747,2023,NULL,5482,877,1019,NULL,1342,NULL,18129,20881
41748,2023,NULL,7259,NULL,791,635,NULL,3316,18130,9856
41749,2023,NULL,3607,741,836,NULL,685,NULL,18131,5620
41750,2023,NULL,6891,NULL,833,NULL,NULL,2000,8597,7903
41751,2023,NULL,1366,NULL,779,NULL,NULL,3756,18132,11027
41752,2023,NULL,2144,NULL,786,NULL,NULL,7024,11179,178
41753,2023,NULL,1514,NULL,843,NULL,391,NULL,3429,11045
41754,2023,NULL,3579,NULL,791,NULL,2850,NULL,13846,12951
41755,2023,NULL,3602,NULL,786,NULL,4755,NULL,18133,5206
41756,2023,NULL,5436,NULL,816,NULL,2379,NULL,16991,9610
41757,2023,NULL,7542,NULL,779,NULL,1125,NULL,2055,8647
41758,2023,NULL,5726,756,697,NULL,1617,NULL,18134,15925
41759,2023,NULL,5482,877,1019,NULL,1342,NULL,1504,20991
41760,2023,NULL,7664,NULL,779,2585,NULL,NULL,18135,14848
41761,2023,NULL,280,746,690,NULL,2122,NULL,246,8359
41762,2023,NULL,4033,NULL,1464,NULL,2581,NULL,NULL,10946
41763,2023,NULL,7119,NULL,833,226,NULL,NULL,88,11363
41764,2023,NULL,1872,496,791,NULL,NULL,1716,18137,5206
41765,2023,NULL,2352,NULL,831,1761,NULL,NULL,18138,8558
41766,2023,NULL,7542,NULL,779,NULL,1125,NULL,3663,17984
41767,2023,NULL,5034,NULL,858,NULL,2426,NULL,8469,20881
41768,2023,NULL,2576,634,1803,947,3330,7182,18139,13452
41769,2023,NULL,2413,364,977,NULL,621,NULL,3140,8871
41770,2023,NULL,5324,NULL,851,NULL,3365,NULL,1073,8359
41771,2023,NULL,1137,838,809,1891,NULL,NULL,4781,5952
41772,2023,NULL,1164,NULL,786,2550,NULL,NULL,18140,8359
41773,2023,NULL,2486,NULL,816,NULL,2557,NULL,18141,7961
41774,2023,NULL,3245,657,718,NULL,NULL,4627,18142,2205
41775,2023,NULL,3749,743,732,NULL,NULL,7825,3354,5091
41776,2023,NULL,3123,730,799,NULL,1789,NULL,3131,7786
41777,2023,NULL,267,746,690,33,NULL,NULL,18143,2540
41778,2023,NULL,3336,NULL,836,NULL,NULL,6193,18144,1261
41779,2023,NULL,1216,NULL,799,NULL,NULL,2289,18145,6994
41780,2023,NULL,5819,NULL,843,NULL,2278,NULL,18146,12837
41781,2023,NULL,1297,NULL,779,NULL,699,NULL,3131,14848
41782,2023,NULL,7648,433,989,NULL,4023,NULL,156,8169
41783,2023,NULL,5355,NULL,804,NULL,NULL,4960,18147,8786
41784,2023,NULL,3760,NULL,851,NULL,1879,NULL,18148,11883
41785,2023,NULL,1325,NULL,1481,NULL,3191,NULL,4187,21160
41786,2023,NULL,5537,NULL,786,NULL,1510,NULL,3429,11254
41787,2023,NULL,1207,NULL,799,NULL,1701,NULL,18149,8175
41788,2023,NULL,2237,NULL,804,NULL,NULL,5348,762,8173
41789,2023,NULL,1682,NULL,799,NULL,NULL,3008,18150,20446
