ticket_id,year,date,company_id,management_id,status_id,phone1_id,phone2_id,phone3_id,question_id,solve_id
16258,2025,NULL,6320,NULL,801,NULL,4534,NULL,229,22398
16259,2025,NULL,6592,440,678,NULL,4047,NULL,1077,8568
16260,2025,NULL,5436,NULL,820,NULL,2379,NULL,7255,5206
16261,2025,NULL,1170,NULL,788,NULL,5459,NULL,7256,20881
16262,2025,NULL,4224,NULL,811,873,NULL,NULL,7251,6091
16263,2025,NULL,2138,688,847,NULL,3131,NULL,32,15170
16264,2025,NULL,6657,523,729,NULL,1921,NULL,7257,12331
16265,2025,NULL,1456,NULL,854,NULL,4901,NULL,7258,18437
16266,2025,NULL,5384,856,796,NULL,1458,NULL,258,8359
16267,2025,NULL,5866,NULL,1735,NULL,1651,NULL,7259,20881
16268,2025,NULL,5526,312,1568,NULL,5044,NULL,7260,4999
16269,2025,NULL,7276,NULL,801,NULL,2117,NULL,110,14981
16270,2025,NULL,1281,NULL,1478,NULL,634,NULL,7035,NULL
16271,2025,NULL,3496,NULL,847,NULL,508,NULL,7261,15170
16272,2025,NULL,3926,NULL,1879,NULL,NULL,4893,7262,15532
16273,2025,NULL,2790,524,729,NULL,4870,NULL,7257,12283
16274,2025,NULL,2958,NULL,796,NULL,3853,NULL,7263,20881
16275,2025,NULL,5306,NULL,806,NULL,NULL,6185,31,20881
16276,2025,NULL,4224,NULL,811,NULL,1015,NULL,7251,6090
16277,2025,NULL,6625,NULL,782,NULL,4391,NULL,82,20881
16278,2025,NULL,2460,NULL,782,NULL,969,NULL,7264,1480
16279,2025,NULL,5306,NULL,806,1169,3985,6185,7200,NULL
16280,2025,NULL,4033,NULL,820,NULL,1680,NULL,7265,15342
16281,2025,NULL,263,746,693,NULL,2122,NULL,7266,8359
16282,2025,NULL,7185,327,796,NULL,2680,NULL,1319,6024
16283,2025,NULL,5052,NULL,1003,NULL,3118,NULL,109,14981
16284,2025,NULL,6472,772,811,NULL,NULL,3520,7267,7130
16285,2025,NULL,7119,NULL,839,226,NULL,8362,7268,20881
16286,2025,NULL,5052,NULL,1003,NULL,3118,NULL,7269,17237
16287,2025,NULL,6095,NULL,1404,NULL,454,NULL,34,15170
16288,2025,NULL,2164,772,828,NULL,2212,NULL,7270,9753
16289,2025,NULL,2010,NULL,854,NULL,4193,NULL,7271,5620
16290,2025,NULL,5181,NULL,820,NULL,2389,NULL,7272,18782
16291,2025,NULL,6300,340,1420,NULL,2326,NULL,7273,20881
16292,2025,NULL,2639,649,788,NULL,1136,NULL,120,5189
16293,2025,NULL,7614,NULL,847,220,NULL,NULL,1951,20881
16294,2025,NULL,4416,NULL,801,NULL,NULL,2754,7274,3870
16295,2025,NULL,2639,649,788,NULL,1136,NULL,120,17561
16296,2025,NULL,7149,283,811,NULL,1858,NULL,33,20881
16297,2025,NULL,5051,NULL,1445,NULL,NULL,4659,32,15170
16298,2025,NULL,1387,NULL,811,NULL,666,NULL,7275,19626
16299,2025,NULL,2619,611,839,NULL,625,NULL,7276,20881
16300,2025,NULL,1207,NULL,801,NULL,1701,NULL,4048,10862
16301,2025,NULL,7367,NULL,796,NULL,5210,NULL,7277,20881
16302,2025,NULL,2307,813,806,NULL,527,NULL,189,15180
16303,2025,NULL,5066,NULL,839,NULL,2268,NULL,7278,20881
16304,2025,NULL,5719,NULL,828,NULL,294,NULL,7279,8359
16305,2025,NULL,2910,NULL,801,NULL,NULL,3182,7280,20881
16306,2025,NULL,5994,638,993,778,NULL,2401,7281,4415
16307,2025,NULL,3739,NULL,828,NULL,2103,NULL,7282,20740
16308,2025,NULL,2910,NULL,801,NULL,NULL,3182,7280,20881
16309,2025,NULL,3464,NULL,788,NULL,NULL,6981,7283,20881
16310,2025,NULL,5298,NULL,788,NULL,1741,NULL,156,20881
16311,2025,NULL,2010,NULL,854,NULL,4193,NULL,7284,20881
16312,2025,NULL,6459,675,994,NULL,NULL,3291,7285,5948
16313,2025,NULL,5994,638,994,778,NULL,2401,62,5206
16314,2025,NULL,2010,NULL,854,NULL,4193,NULL,7286,9608
16315,2025,NULL,5052,NULL,1555,NULL,3118,NULL,144,20881
16316,2025,NULL,5984,NULL,806,NULL,3220,NULL,7287,9580
16317,2025,NULL,5192,NULL,919,NULL,1748,NULL,7288,12593
16318,2025,NULL,3855,NULL,828,NULL,5436,NULL,7289,20991
16319,2025,NULL,4468,NULL,839,NULL,3157,NULL,7290,6576
16320,2025,NULL,5984,NULL,806,NULL,3220,NULL,7291,20881
16321,2025,NULL,2381,NULL,788,NULL,4418,NULL,37,6580
16322,2025,NULL,6754,NULL,1444,NULL,3459,NULL,7292,8568
16323,2025,NULL,1177,844,1469,NULL,680,NULL,7293,19104
16324,2025,NULL,5686,NULL,1483,NULL,5121,NULL,7294,NULL
16325,2025,NULL,1999,NULL,1329,NULL,NULL,2623,7295,NULL
16326,2025,NULL,3106,NULL,828,NULL,4544,NULL,7296,8647
16327,2025,NULL,2307,813,806,NULL,527,NULL,7297,8380
16328,2025,NULL,3115,322,1751,NULL,NULL,7850,7298,20881
16329,2025,NULL,5994,638,994,778,NULL,2401,7071,20881
16330,2025,NULL,6998,364,1492,NULL,NULL,3958,7299,8568
16331,2025,NULL,1011,492,811,NULL,1154,NULL,7300,20881
16332,2025,NULL,6206,NULL,839,NULL,NULL,6623,7301,8540
16333,2025,NULL,2764,NULL,828,NULL,NULL,1384,7302,20881
16334,2025,NULL,7371,NULL,1812,NULL,NULL,3777,7303,20881
16335,2025,NULL,7514,NULL,820,NULL,NULL,6987,7304,20881
16336,2025,NULL,5136,NULL,NULL,NULL,NULL,NULL,139,NULL
16337,2025,NULL,2714,814,782,NULL,5467,NULL,37,6580
16338,2025,NULL,2259,NULL,821,NULL,4813,NULL,7305,9874
16339,2025,NULL,5591,NULL,782,1672,NULL,NULL,7306,9777
16340,2025,NULL,2265,817,847,NULL,NULL,826,7307,14779
16341,2025,NULL,5884,NULL,820,NULL,1820,NULL,7308,20881
16342,2025,NULL,5298,NULL,788,NULL,1741,NULL,625,17289
16343,2025,NULL,1985,828,847,NULL,2481,NULL,7309,5704
16344,2025,NULL,3167,655,1044,NULL,NULL,3622,NULL,5620
16345,2025,NULL,7149,283,811,NULL,617,NULL,1385,5432
16346,2025,NULL,3108,NULL,788,NULL,NULL,1578,319,6733
16347,2025,NULL,1908,NULL,1742,NULL,1423,NULL,32,15170
16348,2025,NULL,6004,NULL,864,NULL,4550,NULL,7311,7348
16349,2025,NULL,6004,NULL,864,NULL,4550,NULL,7312,20291
16350,2025,NULL,7373,NULL,820,NULL,NULL,2335,399,20690
16351,2025,NULL,4730,NULL,864,NULL,NULL,1901,7313,7515
16352,2025,NULL,7076,NULL,847,NULL,3864,NULL,7314,15608
16353,2025,NULL,7119,NULL,839,226,NULL,8362,7315,1884
16354,2025,NULL,3231,NULL,864,NULL,4559,NULL,178,20881
16355,2025,NULL,5554,NULL,806,NULL,2334,NULL,7316,8359
16356,2025,NULL,5252,NULL,820,NULL,NULL,3056,34,15170
16357,2025,NULL,6495,NULL,839,NULL,NULL,8362,7317,9758
16358,2025,NULL,6127,NULL,1773,NULL,NULL,2628,165,17064
16359,2025,NULL,6917,342,829,719,NULL,NULL,144,19247
16360,2025,NULL,3559,436,1552,NULL,3516,1883,7318,15047
16361,2025,NULL,4614,NULL,811,76,NULL,NULL,7071,11746
16362,2025,NULL,2142,NULL,828,NULL,NULL,7127,156,6234
16363,2025,NULL,7373,NULL,820,NULL,NULL,2335,229,20881
16364,2025,NULL,7605,379,1773,NULL,2382,NULL,953,12830
16365,2025,NULL,7119,NULL,839,226,NULL,8362,7319,6687
16366,2025,NULL,3361,568,847,NULL,2376,NULL,7320,5680
16367,2025,NULL,6279,450,820,1219,NULL,NULL,910,14981
16368,2025,NULL,3332,NULL,801,NULL,1977,NULL,7321,22039
16369,2025,NULL,3123,730,801,NULL,4917,NULL,7322,20881
16370,2025,NULL,5158,NULL,854,NULL,NULL,8074,7323,5620
16371,2025,NULL,6155,NULL,1773,NULL,2113,NULL,33,21031
16372,2025,NULL,2559,404,820,NULL,370,NULL,2428,20881
16373,2025,NULL,5684,NULL,1665,NULL,NULL,5236,7324,12502
16374,2025,NULL,6485,504,839,NULL,650,NULL,7325,20881
16375,2025,NULL,1512,811,828,NULL,5179,NULL,7326,7396
16376,2025,NULL,263,746,693,NULL,2122,NULL,7327,8359
16377,2025,NULL,34,NULL,994,NULL,NULL,6565,7328,8568
16378,2025,NULL,7258,NULL,788,NULL,2857,NULL,7329,11832
16379,2025,NULL,5108,NULL,811,NULL,1184,NULL,48,15170
16380,2025,NULL,3983,NULL,1879,600,2452,NULL,7330,15170
16381,2025,NULL,5384,856,796,NULL,1458,NULL,7331,2041
16382,2025,NULL,1288,NULL,839,781,NULL,NULL,7332,NULL
16383,2025,NULL,5358,NULL,806,NULL,NULL,310,628,20881
16384,2025,NULL,3559,436,1552,NULL,3516,NULL,7333,15361
16385,2025,NULL,1040,NULL,828,NULL,NULL,NULL,91,NULL
16386,2025,NULL,3855,NULL,828,NULL,5436,NULL,7334,8359
16387,2025,NULL,3916,533,854,NULL,4176,NULL,7335,5620
16388,2025,NULL,6296,NULL,839,NULL,3922,NULL,7336,3561
16389,2025,NULL,1281,NULL,1478,NULL,634,NULL,7337,19700
16390,2025,NULL,7269,NULL,854,NULL,1713,NULL,7338,5620
16391,2025,NULL,5695,NULL,847,NULL,2059,NULL,7339,20881
16392,2025,NULL,1040,NULL,828,NULL,NULL,NULL,7340,NULL
16393,2025,NULL,6596,514,736,1395,NULL,NULL,7341,15170
16394,2025,NULL,2742,277,782,327,NULL,NULL,7342,20881
16395,2025,NULL,1040,NULL,828,NULL,NULL,NULL,7343,NULL
16396,2025,NULL,5642,440,678,NULL,4570,NULL,7344,20881
16397,2025,NULL,1537,NULL,1420,NULL,1419,NULL,34,15170
16398,2025,NULL,1491,NULL,864,NULL,857,NULL,7345,20291
16399,2025,NULL,1315,NULL,1554,973,NULL,NULL,953,12834
16400,2025,NULL,5369,NULL,801,NULL,5411,NULL,75,15546
16401,2025,NULL,7634,NULL,1385,NULL,733,NULL,7346,8566
16402,2025,NULL,4548,NULL,1131,277,NULL,NULL,7347,15170
16403,2025,NULL,3123,730,801,NULL,4917,NULL,7348,NULL
16404,2025,NULL,3983,NULL,1879,600,2452,NULL,7349,15170
16405,2025,NULL,2142,NULL,828,NULL,4111,NULL,7350,20881
16406,2025,NULL,6155,NULL,1554,NULL,2113,NULL,156,3957
16407,2025,NULL,2075,NULL,806,NULL,NULL,2686,7351,14981
16408,2025,NULL,6312,839,864,NULL,4895,NULL,7352,20881
16409,2025,NULL,5369,NULL,801,NULL,5411,NULL,7353,5794
16410,2025,NULL,3432,NULL,1368,NULL,4336,NULL,531,20330
16411,2025,NULL,3890,NULL,1554,NULL,3820,NULL,7354,20881
16412,2025,NULL,3983,NULL,1879,598,2457,NULL,7355,8568
16413,2025,NULL,4614,NULL,811,76,NULL,NULL,7071,17791
16414,2025,NULL,5673,NULL,796,NULL,3362,NULL,7356,20881
16415,2025,NULL,2773,341,687,1228,NULL,NULL,6190,20881
16416,2025,NULL,3767,NULL,847,NULL,182,NULL,156,4928
16417,2025,NULL,5818,NULL,820,1332,NULL,NULL,4931,20881
16418,2025,NULL,6533,NULL,839,NULL,NULL,2478,7357,20881
16419,2025,NULL,1469,NULL,828,NULL,NULL,7201,156,6532
16420,2025,NULL,5369,NULL,801,NULL,5411,NULL,7358,20881
16421,2025,NULL,2097,NULL,828,NULL,NULL,2075,7359,19893
16422,2025,NULL,7443,NULL,847,NULL,NULL,3331,7360,20881
16423,2025,NULL,2097,NULL,828,NULL,1001,NULL,7361,19461
16424,2025,NULL,4614,NULL,811,76,NULL,NULL,7362,11806
16425,2025,NULL,6183,NULL,1514,NULL,1922,NULL,61,8566
16426,2025,NULL,6132,NULL,940,NULL,3945,NULL,62,8647
16427,2025,NULL,1584,NULL,847,524,1271,NULL,796,21023
16428,2025,NULL,4798,NULL,864,NULL,NULL,3288,7363,8566
16429,2025,NULL,3753,364,1554,NULL,4499,NULL,953,12834
16430,2025,NULL,3108,NULL,788,NULL,NULL,1578,673,14812
16431,2025,NULL,2800,427,864,NULL,4476,NULL,7364,20291
16432,2025,NULL,959,NULL,1005,29,4535,1629,7365,3077
16433,2025,NULL,3926,NULL,1879,NULL,NULL,256,7366,20881
16434,2025,NULL,3280,NULL,828,NULL,3354,NULL,895,21118
16435,2025,NULL,6180,597,736,NULL,NULL,8146,7070,2537
16436,2025,NULL,5574,NULL,820,NULL,1526,NULL,156,20881
16437,2025,NULL,6364,753,864,NULL,895,NULL,7367,20316
16438,2025,NULL,3926,NULL,1879,NULL,NULL,6866,7368,14981
16439,2025,NULL,4479,NULL,1339,NULL,2096,NULL,34,15425
16440,2025,NULL,6632,NULL,806,NULL,3317,NULL,7369,20881
16441,2025,NULL,7420,NULL,1245,NULL,2574,NULL,7370,NULL
16442,2025,NULL,7375,NULL,1340,NULL,3288,NULL,7371,5948
16443,2025,NULL,3432,NULL,1368,NULL,4336,NULL,7372,NULL
16444,2025,NULL,1011,492,811,NULL,1154,NULL,7373,20881
16445,2025,NULL,5066,NULL,839,NULL,2268,NULL,7374,17631
16446,2025,NULL,7515,NULL,801,NULL,NULL,5420,156,14981
16447,2025,NULL,5711,NULL,782,NULL,2816,NULL,7375,20693
16448,2025,NULL,4587,NULL,932,NULL,660,NULL,2795,7350
16449,2025,NULL,3108,NULL,788,NULL,2519,NULL,684,20881
16450,2025,NULL,1304,NULL,864,NULL,4134,NULL,7376,20291
16451,2025,NULL,6095,NULL,1404,NULL,454,NULL,7377,12471
16452,2025,NULL,7011,NULL,782,NULL,NULL,4393,7378,20881
16453,2025,NULL,6898,800,974,NULL,NULL,813,7379,19708
16454,2025,NULL,1786,313,1554,NULL,1467,NULL,953,12834
16455,2025,NULL,3123,730,801,NULL,4917,NULL,7380,645
16456,2025,NULL,4548,NULL,1131,NULL,3838,NULL,472,15170
16457,2025,NULL,959,NULL,1005,NULL,NULL,1629,7381,14981
16458,2025,NULL,6115,NULL,1554,NULL,977,NULL,7382,14880
16459,2025,NULL,7411,NULL,828,NULL,843,NULL,142,20881
16460,2025,NULL,6173,402,820,NULL,3449,NULL,116,15170
16461,2025,NULL,3562,NULL,783,NULL,1926,NULL,7383,19719
16462,2025,NULL,959,NULL,1005,NULL,4535,1629,7384,21956
16463,2025,NULL,5562,NULL,796,NULL,NULL,7135,144,20881
16464,2025,NULL,2466,NULL,854,NULL,4580,NULL,7385,5686
16465,2025,NULL,7513,NULL,820,NULL,5111,NULL,7386,8568
16466,2025,NULL,1682,NULL,801,NULL,NULL,3008,144,8481
16467,2025,NULL,5549,497,811,NULL,4434,NULL,7387,5620
16468,2025,NULL,2466,NULL,854,NULL,4580,NULL,7388,19949
16469,2025,NULL,4535,NULL,648,NULL,1769,6010,472,15170
16470,2025,NULL,15,774,788,NULL,2842,NULL,663,15170
16471,2025,NULL,5358,NULL,806,NULL,NULL,310,7389,20881
16472,2025,NULL,1285,NULL,811,NULL,3006,NULL,315,8359
16473,2025,NULL,7276,NULL,801,NULL,2117,NULL,120,14981
16474,2025,NULL,6257,NULL,828,NULL,3124,NULL,762,20881
16475,2025,NULL,4587,NULL,932,NULL,660,NULL,7390,20881
16476,2025,NULL,3714,NULL,1554,NULL,14,2684,953,12834
16477,2025,NULL,1285,NULL,811,NULL,3006,NULL,7391,14981
16478,2025,NULL,4949,NULL,1060,NULL,3277,NULL,7392,14981
16479,2025,NULL,1011,492,811,NULL,1154,NULL,7393,20881
16480,2025,NULL,1578,NULL,788,NULL,1388,992,7394,18405
16481,2025,NULL,7373,NULL,820,NULL,NULL,2335,7395,20881
16482,2025,NULL,6943,NULL,919,NULL,NULL,7924,337,13587
16483,2025,NULL,5171,NULL,839,NULL,NULL,7698,7396,9706
16484,2025,NULL,6447,NULL,1529,NULL,1352,NULL,7397,NULL
16485,2025,NULL,2936,316,828,NULL,2493,NULL,62,20881
16486,2025,NULL,2631,683,854,NULL,5379,NULL,7398,5620
16487,2025,NULL,6155,NULL,1554,NULL,2113,NULL,1019,20881
16488,2025,NULL,1185,NULL,974,NULL,4878,507,165,20881
16489,2025,NULL,3969,NULL,854,NULL,NULL,3260,7399,5620
16490,2025,NULL,2813,388,672,NULL,4735,NULL,7400,6066
16491,2025,NULL,4424,NULL,811,NULL,NULL,5343,34,15170
16492,2025,NULL,1011,492,811,NULL,1154,NULL,7401,NULL
16493,2025,NULL,2797,701,796,NULL,5245,NULL,3925,20881
16494,2025,NULL,2278,NULL,782,NULL,2686,NULL,7402,21525
16495,2025,NULL,6718,NULL,811,NULL,3858,NULL,NULL,9536
16496,2025,NULL,1924,NULL,1554,NULL,NULL,2912,953,12834
16497,2025,NULL,7442,NULL,820,NULL,5296,NULL,7404,8647
16498,2025,NULL,4346,NULL,788,65,NULL,NULL,7405,15170
16499,2025,NULL,5172,NULL,839,NULL,NULL,7698,7406,9670
16500,2025,NULL,3559,436,1552,NULL,3516,NULL,77,NULL
16501,2025,NULL,1233,NULL,1466,2381,NULL,NULL,219,14981
16502,2025,NULL,5940,NULL,828,NULL,4446,NULL,449,22552
16503,2025,NULL,5537,NULL,788,NULL,1510,NULL,7407,20606
16504,2025,NULL,5407,843,866,NULL,4011,NULL,7408,5620
16505,2025,NULL,6524,NULL,828,NULL,4957,NULL,7409,5432
16506,2025,NULL,6805,NULL,839,NULL,3935,NULL,7410,8483
16507,2025,NULL,2075,NULL,806,NULL,NULL,2686,7411,14981
16508,2025,NULL,1541,707,854,NULL,422,NULL,7412,1038
16509,2025,NULL,3395,NULL,1683,NULL,NULL,2357,7413,12510
16510,2025,NULL,3019,NULL,1348,NULL,3996,NULL,7414,15170
16511,2025,NULL,2097,NULL,828,NULL,1001,NULL,30,14981
16512,2025,NULL,1544,NULL,973,NULL,NULL,2055,7415,NULL
16513,2025,NULL,6095,NULL,1404,NULL,454,NULL,684,21533
16514,2025,NULL,2811,NULL,788,NULL,4121,NULL,7416,20881
16515,2025,NULL,5181,NULL,820,NULL,2389,NULL,7417,18784
16516,2025,NULL,5389,856,847,NULL,1454,NULL,7418,4512
16517,2025,NULL,3890,NULL,1554,NULL,3820,NULL,7354,20881
16518,2025,NULL,3123,730,801,NULL,4917,NULL,7419,10082
16519,2025,NULL,5066,NULL,839,NULL,2268,NULL,7420,20637
16520,2025,NULL,15,774,788,NULL,2842,NULL,156,20881
16521,2025,NULL,7390,695,788,NULL,NULL,1537,34,15504
16522,2025,NULL,3937,NULL,1005,NULL,NULL,8290,7421,4586
16523,2025,NULL,2690,NULL,919,NULL,NULL,6618,7422,12570
16524,2025,NULL,6485,504,839,NULL,650,NULL,7423,8568
16525,2025,NULL,7649,NULL,801,NULL,5309,NULL,7424,22307
16526,2025,NULL,4184,NULL,839,NULL,609,NULL,7425,20881
16527,2025,NULL,2384,NULL,932,NULL,2074,NULL,156,20881
16528,2025,NULL,3562,NULL,783,NULL,1431,3072,7426,8647
16529,2025,NULL,6054,803,672,NULL,NULL,1264,7427,13207
16530,2025,NULL,6345,NULL,993,NULL,NULL,6454,7428,17492
16531,2025,NULL,6343,NULL,1535,NULL,NULL,4720,7429,NULL
16532,2025,NULL,1414,NULL,1468,NULL,4282,NULL,663,8359
16533,2025,NULL,5181,NULL,820,NULL,2389,NULL,7430,8647
16534,2025,NULL,6754,NULL,1444,NULL,NULL,1013,189,15491
16535,2025,NULL,6805,NULL,839,NULL,3935,NULL,7431,14981
16536,2025,NULL,5389,856,847,NULL,1454,NULL,7432,10497
16537,2025,NULL,5501,NULL,820,NULL,70,NULL,7433,20881
16538,2025,NULL,7316,NULL,811,NULL,NULL,2214,7250,5415
16539,2025,NULL,4102,NULL,806,NULL,NULL,7873,7434,15170
16540,2025,NULL,1399,NULL,1554,NULL,4082,2105,7435,15562
16541,2025,NULL,5695,NULL,847,NULL,2059,NULL,156,20881
16542,2025,NULL,3348,NULL,788,NULL,915,NULL,7436,20120
16543,2025,NULL,6288,NULL,1554,NULL,2871,NULL,7437,20881
16544,2025,NULL,1596,NULL,1419,NULL,NULL,2383,156,14617
16545,2025,NULL,5490,616,1365,NULL,NULL,4553,7438,8647
16546,2025,NULL,6998,364,1492,NULL,1121,NULL,61,NULL
16547,2025,NULL,4529,NULL,1140,277,NULL,2826,7439,NULL
16548,2025,NULL,3526,NULL,1327,NULL,1308,NULL,1361,15353
16549,2025,NULL,1932,306,1508,NULL,NULL,231,5205,15170
16550,2025,NULL,2990,731,1235,NULL,2746,NULL,156,16985
16551,2025,NULL,6321,NULL,820,NULL,817,NULL,7440,15170
16552,2025,NULL,7371,NULL,1812,NULL,NULL,3777,7441,22327
16553,2025,NULL,5603,NULL,788,NULL,3398,NULL,301,NULL
16554,2025,NULL,5490,616,1365,NULL,NULL,4553,6507,20227
16555,2025,NULL,7371,NULL,1812,NULL,NULL,3777,7442,11695
16556,2025,NULL,3591,NULL,828,NULL,NULL,3143,7443,20881
16557,2025,NULL,3562,NULL,783,NULL,NULL,4675,176,20881
16558,2025,NULL,3890,NULL,1554,NULL,3820,NULL,178,1935
16559,2025,NULL,6805,NULL,839,NULL,3935,NULL,1385,5432
16560,2025,NULL,313,NULL,811,NULL,2351,NULL,7444,NULL
16561,2025,NULL,1207,NULL,801,NULL,1701,NULL,7445,4751
16562,2025,NULL,959,NULL,1005,NULL,NULL,1629,2282,19893
16563,2025,NULL,6998,364,1492,NULL,1121,NULL,61,6801
16564,2025,NULL,5172,NULL,839,NULL,109,1011,7446,9726
16565,2025,NULL,6805,NULL,839,NULL,3935,NULL,1937,2630
16566,2025,NULL,3890,NULL,1554,NULL,3820,NULL,7447,6373
16567,2025,NULL,6898,800,974,2434,NULL,1562,7448,16895
16568,2025,NULL,263,746,693,NULL,2122,NULL,88,8359
16569,2025,NULL,2780,811,1766,NULL,375,NULL,219,5432
16570,2025,NULL,1179,NULL,1527,NULL,5407,NULL,35,15170
16571,2025,NULL,6155,NULL,1554,NULL,2113,NULL,156,14532
16572,2025,NULL,2466,NULL,854,NULL,4580,NULL,7449,14951
16573,2025,NULL,5789,NULL,864,NULL,2184,NULL,7450,8299
16574,2025,NULL,959,NULL,1005,NULL,NULL,1629,7451,18437
16575,2025,NULL,1397,NULL,788,NULL,5158,NULL,156,8299
16576,2025,NULL,3366,NULL,1483,NULL,5275,NULL,7452,20229
16577,2025,NULL,1578,NULL,788,NULL,1388,992,7453,14981
16578,2025,NULL,3069,NULL,994,NULL,1351,NULL,7454,8647
16579,2025,NULL,1810,512,820,NULL,NULL,2880,7455,2930
16580,2025,NULL,6155,NULL,1554,NULL,2113,NULL,7456,19897
16581,2025,NULL,4574,NULL,811,NULL,NULL,2631,110,5492
16582,2025,NULL,2164,772,828,NULL,2212,NULL,156,20881
16583,2025,NULL,6853,NULL,811,NULL,1207,NULL,7457,9149
16584,2025,NULL,6517,NULL,796,NULL,4612,NULL,7458,20881
16585,2025,NULL,1445,NULL,839,NULL,5376,NULL,2990,6993
16586,2025,NULL,3562,NULL,783,NULL,NULL,3072,7459,19893
16587,2025,NULL,3890,NULL,1554,NULL,3820,NULL,7460,7599
16588,2025,NULL,6244,NULL,788,NULL,2634,NULL,156,NULL
16589,2025,NULL,1228,NULL,1554,NULL,343,NULL,953,17182
16590,2025,NULL,1313,530,788,NULL,496,NULL,7461,8558
16591,2025,NULL,4574,NULL,811,NULL,NULL,2631,7462,10224
16592,2025,NULL,6361,NULL,956,2310,NULL,3048,7463,NULL
16593,2025,NULL,5780,NULL,1509,1146,2662,NULL,7464,NULL
16594,2025,NULL,1251,NULL,1348,NULL,543,NULL,953,17182
16595,2025,NULL,4442,NULL,1483,NULL,NULL,7130,291,14981
16596,2025,NULL,7375,NULL,1340,NULL,NULL,4126,156,17030
16597,2025,NULL,1040,NULL,828,NULL,NULL,NULL,91,NULL
16598,2025,NULL,5640,NULL,788,NULL,894,NULL,7465,20881
16599,2025,NULL,6782,NULL,806,NULL,2539,NULL,7466,1857
16600,2025,NULL,4017,NULL,820,NULL,NULL,5288,7467,18572
16601,2025,NULL,1040,NULL,828,NULL,NULL,NULL,7468,NULL
16602,2025,NULL,1207,NULL,801,NULL,1701,NULL,7469,6081
16603,2025,NULL,6056,NULL,866,NULL,3401,262,NULL,1036
16604,2025,NULL,5508,496,796,NULL,NULL,1716,7471,NULL
16605,2025,NULL,7502,NULL,839,NULL,2134,NULL,110,5432
16606,2025,NULL,2664,394,828,NULL,NULL,3016,7472,22277
16607,2025,NULL,3890,NULL,1554,NULL,3820,NULL,7473,2486
16608,2025,NULL,6256,NULL,828,NULL,1270,NULL,7474,17030
16609,2025,NULL,5040,NULL,788,NULL,1636,NULL,7475,175
16610,2025,NULL,6898,800,974,NULL,NULL,813,156,19893
16611,2025,NULL,3523,NULL,940,NULL,3599,NULL,673,6993
16612,2025,NULL,4587,NULL,932,NULL,660,NULL,1538,20881
16613,2025,NULL,5326,690,788,NULL,NULL,8353,7476,10299
16614,2025,NULL,3562,NULL,783,NULL,1431,3072,7477,18426
16615,2025,NULL,4529,NULL,1140,277,NULL,2826,671,15551
16616,2025,NULL,6732,NULL,796,NULL,2525,NULL,7478,8566
16617,2025,NULL,1207,NULL,801,NULL,1701,NULL,110,800
16618,2025,NULL,6898,800,974,2435,1723,NULL,7479,18440
16619,2025,NULL,6256,NULL,828,NULL,1270,NULL,5264,13903
16620,2025,NULL,6270,597,700,NULL,854,NULL,156,NULL
16621,2025,NULL,6898,800,974,2435,1723,NULL,NULL,NULL
16622,2025,NULL,6343,NULL,1535,NULL,NULL,4720,156,20881
16623,2025,NULL,2466,NULL,854,NULL,4578,NULL,7481,4219
16624,2025,NULL,7547,402,820,NULL,92,NULL,156,15170
16625,2025,NULL,5940,NULL,828,NULL,NULL,1120,1606,7158
16626,2025,NULL,5079,NULL,828,NULL,3230,NULL,7482,5206
16627,2025,NULL,6093,NULL,839,NULL,4774,NULL,7483,18263
16628,2025,NULL,6095,NULL,1404,NULL,454,NULL,7484,12501
16629,2025,NULL,1209,NULL,854,NULL,901,NULL,7485,5620
16630,2025,NULL,1040,NULL,828,NULL,NULL,NULL,91,NULL
16631,2025,NULL,6093,NULL,839,NULL,4774,NULL,7486,22601
16632,2025,NULL,7076,NULL,847,NULL,3864,NULL,7487,20881
16633,2025,NULL,5369,NULL,801,NULL,5411,NULL,7488,17405
16634,2025,NULL,5669,NULL,1536,NULL,NULL,6883,61,8558
16635,2025,NULL,6941,496,1368,NULL,4025,NULL,7489,17377
16636,2025,NULL,2278,NULL,782,NULL,2686,NULL,7490,8647
16637,2025,NULL,1040,NULL,828,NULL,NULL,NULL,7491,NULL
16638,2025,NULL,3057,NULL,811,NULL,4339,NULL,7492,8969
16639,2025,NULL,2231,672,854,NULL,2508,NULL,7493,1016
16640,2025,NULL,2142,NULL,828,NULL,4111,NULL,NULL,20891
16641,2025,NULL,1954,596,1554,NULL,1870,NULL,399,6657
16642,2025,NULL,1011,492,811,NULL,1154,NULL,2140,604
16643,2025,NULL,6181,597,736,NULL,NULL,682,7495,1679
16644,2025,NULL,6361,NULL,956,2310,NULL,3048,7496,10459
16645,2025,NULL,959,NULL,1005,NULL,NULL,1629,1385,NULL
16646,2025,NULL,6277,385,820,NULL,NULL,1712,7497,NULL
16647,2025,NULL,1478,NULL,811,NULL,4284,NULL,156,2877
16648,2025,NULL,6139,NULL,1368,NULL,964,NULL,7498,20328
16649,2025,NULL,6288,NULL,1554,NULL,NULL,6101,7499,5300
16650,2025,NULL,6253,NULL,1348,NULL,3437,NULL,7500,20404
16651,2025,NULL,5087,NULL,839,NULL,NULL,1165,7501,4980
16652,2025,NULL,6548,NULL,1005,NULL,845,NULL,178,1856
