date,rc_no,detail,price
2013-12-21,56/0668,2.ส่วนลดพิเศษ 10%,NULL
2013-12-21,56/0669,1.โปรแกรมบัญชีอาคารชุด (CM),26100
2013-12-21,56/0669,2.ส่วนลดพิเศษ 10%,NULL
2013-12-23,56/0670,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2013-12-23,56/0670,ระยะเวลา  1 ปี,NULL
2013-12-23,56/0670,**JC Tower**,NULL
2013-12-24,56/0671,MA : MEMBER,5220
2013-12-24,56/0671,**ร่มสุข 9 คอนโดทาวน์ และเจโมทาวน์**,NULL
2013-12-25,56/0672,ค่าบริการทางคอมพิวเตอร์ (Service),2000
2013-12-25,56/0673,สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),4500
2013-12-25,56/0673,***  สำหรับตึก A1 ***,NULL
2013-12-25,56/0674,สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),4500
2013-12-25,56/0674,***  สำหรับตึก A2 ***,NULL
2013-12-25,56/0675,สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),4500
2013-12-25,56/0675,***  สำหรับตึก A3 ***,NULL
2013-12-25,56/0676,สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),4500
2013-12-25,56/0676,***  สำหรับตึก A4 ***,NULL
2013-12-25,56/0677,สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),4500
2013-12-25,56/0677,***  สำหรับตึก A5 ***,NULL
2013-12-25,56/0678,สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),4500
2013-12-25,56/0678,***  สำหรับตึก A6 ***,NULL
2013-12-25,56/0679,สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน),4500
2013-12-25,56/0679,***  สำหรับตึก B2 ***,NULL
2013-12-25,56/0680,1.โปรแกรมบัญชีอาคารชุด (CM),30600
2013-12-25,56/0680,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2013-12-25,56/0680,3.ส่วนลดพิเศษ 10%,NULL
2013-12-25,56/0681,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),17600
2013-12-25,56/0681,หน่วยงาน ระยะเวลา  1 ปี,NULL
2013-12-25,56/0681,2.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (GL),NULL
2013-12-25,56/0681,หน่วยงาน ระยะเวลา  1 ปี,NULL
2013-12-25,56/0681,3.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (AP),NULL
2013-12-25,56/0681,หน่วยงาน ระยะเวลา  1 ปี,NULL
2013-12-25,56/0681,4.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2013-12-25,56/0681,** นิติบุคคลอาคารชุด ดี คอนโด **,NULL
2013-12-25,56/0682,"1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM) ",12800
2013-12-25,56/0682,ระยะเวลา  1 ปี,NULL
2013-12-25,56/0682,2.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2013-12-25,56/0682,**นิติบุคคลอาคารชุด แซงชัวรี่ หัวหิน**,NULL
2013-12-25,56/0683,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2013-12-25,56/0683,ระยะเวลา  1 ปี,NULL
2013-12-25,56/0683,**เอมเมอรัล เรสซิเดนท์ แอด รัชดา คอนโดมิเนียม**,NULL
2013-12-26,56/0684,1.โปรแกรมบัญชีอาคารชุด (CM),41121.5
2013-12-26,56/0684,2.สิทธิ์การเพิ่มทะเบียนบริษัท (3 ทะเบียน),NULL
2013-12-26,56/0684,"3.ส่วนลดพิเศษ ",NULL
2013-12-26,56/0685,1.โปรแกรมบัญชีพื้นที่เช่า RT),34000
2013-12-26,56/0685,2.สิทธิ์การใช้โปรแกรมเพิ่มเติม,NULL
2013-12-26,56/0685,บนระบบแลน ( 2 เครื่อง ),NULL
2013-12-26,56/0686,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส 1 เดือน,1900
2013-12-26,56/0686,(ม.ค. 2557),NULL
2013-12-26,56/0686,*** อินโทร คอนโดมิเนียม ***,NULL
2013-12-26,56/0687,MA : MEMBER,3900
2013-12-27,56/0688,1.โปรแกรมบัญชีอาคารชุด (CM),26100
2013-12-27,56/0688,2.ส่วนลดพิเศษ 10%,NULL
2013-12-27,56/0689,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),9000
2013-12-27,56/0689,2.ส่วนลดพิเศษ 10%,NULL
2013-12-27,56/0690,1.MA : MEMBER,3510
2013-12-27,56/0690,2.ส่วนลดพิเศษ 10%,NULL
2013-12-27,56/0691,MA : MEMBER,3900
2013-12-27,56/0692,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),25100
2013-12-27,56/0692,หน่วยงาน ระยะเวลา  1 ปี,NULL
2013-12-27,56/0692,2.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (GL),NULL
2013-12-27,56/0692,หน่วยงาน ระยะเวลา  1 ปี,NULL
2013-12-27,56/0692,3.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (AP),NULL
2013-12-27,56/0692,หน่วยงาน ระยะเวลา  1 ปี,NULL
2013-12-27,56/0692,4.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2013-12-27,56/0692,5.สิทธิ์การใช้โปรแกรมเพิ่มเติม,NULL
2013-12-27,56/0692,บนระบบแลน ( 1 เครื่อง ),NULL
2013-12-27,56/0692,*** TU Dome ***,NULL
2013-12-27,56/0693,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2013-12-27,56/0693,ระยะเวลา  1 ปี,NULL
2013-12-27,56/0693,**วิภาวดีเซ็นเตอร์ คอนโดเทล**,NULL
2014-01-06,57/0001,1.โปรแกรมบัญชีอาคารชุด (CM),34000
2014-01-06,57/0001,2.โปรแกรมระบบบัญชีแยกประเภท,NULL
2014-01-06,57/0001,"(เพิ่มทะเบียนฯ ที่บริษัท  ไนท์แฟรงค์ ",NULL
2014-01-06,57/0001,ชาร์เตอร์ (ประเทศไทย)  จำกัด),NULL
2014-01-06,57/0002,1.โปรแกรมบัญชีอาคารชุด (CM),34000
2014-01-06,57/0002,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2014-01-06,57/0003,MA : MEMBER,3900
2014-01-07,57/0004,โปรแกรมบัญชีอาคารชุด (CM),29000
2014-01-07,57/0005,โปรแกรมบัญชีอาคารชุด (CM),29000
2014-01-07,57/0006,MA : MEMBER,3900
2014-01-07,57/0007,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),60000
2014-01-07,57/0007,สำหรับ หน่วยงานย่อย 5 หน่วยงาน  ระยะเวลา  1 ปี,NULL
2014-01-07,57/0007,ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย 5 หน่วยงาน ( ติตตั้งครั้งแรก),NULL
2014-01-07,57/0007,"1.นิติบุคคลอาคารชุด กรีน ไนน์ อาคารเอ 1  ",NULL
2014-01-07,57/0007,2.นิติบุคคลอาคารชุด กรีน ไนน์ อาคารเอ 2,NULL
2014-01-07,57/0007,3.นิติบุคคลอาคารชุด กรีน ไนน์ อาคารซี,NULL
2014-01-07,57/0007,4.นิติบุคคลอาคารชุด คริส 5,NULL
2014-01-07,57/0007,5.นิติบุคคลอาคารชุด ลิฟ แอท ไฟท์,NULL
2014-01-10,57/0008,"สิทธิ์การเพิ่มทะเบียนบริษัท (1 ทะเบียน) ",10000
2014-01-11,57/0009,โปรแกรมระบบบัญชีแยกประเภท (GL),6900
2014-01-11,57/0010,สิทธิ์การใช้โปรแกรมเพิ่มเติม บนระบบ,2500
2014-01-11,57/0010,แลน ( 1 เครื่อง ),NULL
2014-01-13,57/0011,MA : MEMBER,5400
2014-01-15,57/0012,MA : MEMBER,3900
2014-01-15,57/0013,MA : MEMBER,5400
2014-01-15,57/0014,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2014-01-15,57/0014,สำหรับหน่วยงาน  ระยะเวลา  1 ปี,NULL
2014-01-15,57/0015,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),32400
2014-01-15,57/0015,สำหรับหน่วยงาน  ระยะเวลา  1 ปี,NULL
2014-01-15,57/0015,1.เดอะเทรนดี้ คอนโดมิเนียม,NULL
2014-01-15,57/0015,2.เดอะเลกาซี่ คอนโดมิเนียม,NULL
2014-01-15,57/0015,3.นิติฯ ซิตี้สมาร์ท,NULL
2014-01-15,57/0016,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส 1 เดือน,22500
2014-01-15,57/0016,(ธ.ค. 2556),NULL
2014-01-15,57/0017,สิทธิ์การใช้โปรแกรมเพิ่มเติม บนระบบ,2500
2014-01-15,57/0017,แลน ( 1 เครื่อง ),NULL
2014-01-16,57/0018,1.โปรแกรมบัญชีอาคารชุด (CM),26100
2014-01-16,57/0018,2.ส่วนลดพิเศษ 10%,NULL
2014-01-17,57/0019,1.โปรแกรมบัญชีอาคารชุด (CM),31200
2014-01-17,57/0019,2.โปรแกรมระบบบัญชีแยกประเภท (GL),NULL
2014-01-17,57/0019,3.โปรแกรมระบบบัญชีรายจ่าย/เจ้าหนี้ (AP),NULL
2014-01-17,57/0019,4.ส่วนลดพิเศษ 20%,NULL
2014-01-17,57/0019,**เลอโคเต้ ทองหล่อ 8**,NULL
2014-01-17,57/0020,MA : MEMBER และอัปเกรดโปรแกรม,5400
2014-01-17,57/0021,1.การโอนสิทธิ์ CM  จาก นิติบุคคล,4500
2014-01-17,57/0021,อาคารชุด ลิฟวิ่งเพลส ศูนย์วิจัย 2,NULL
2014-01-17,57/0021,2.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2014-01-17,57/0021,***บลิซ คอนโดมิเนียม***,NULL
2014-01-17,57/0022,1.สิทธิ์การใช้โปรแกรมเพิ่มเติม บนระบบ,6400
2014-01-17,57/0022,แลน ( 1 เครื่อง ),NULL
2014-01-17,57/0022,2.MA : MEMBER,NULL
2014-01-17,57/0023,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส 1 เดือน,9000
2014-01-17,57/0023,(ม.ค. 2557) 10 หน่วยงาน,NULL
2014-01-18,57/0024,โปรแกรมบัญชีหมู่บ้านจัดสรร (HJ),24000
2014-01-20,57/0025,MA : MEMBER,3900
2014-01-21,57/0026,MA : MEMBER,3900
2014-01-21,57/0027,MA : MEMBER,3900
2014-01-22,57/0028,MA : MEMBER,5000
2014-01-22,57/0029,MA : MEMBER,3900
2014-01-23,57/0030,MA : MEMBER,2500
2014-01-23,57/0031,MA : MEMBER,2500
2014-01-23,57/0032,โปรแกรมบัญชีอาคารชุด (CM),29000
2014-01-24,57/0033,1.โปรแกรมบัญชีอาคารชุด (CM),26100
2014-01-24,57/0033,2.ส่วนลดพิเศษ 10%,NULL
2014-01-24,57/0033,**แฮปปี้ คอนโด (ลาดพร้าว 101)**,NULL
2014-01-24,57/0034,ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),10800
2014-01-24,57/0034,สำหรับหน่วยงาน  ระยะเวลา  1 ปี,NULL
2014-01-25,57/0035,MA : MEMBER,3900
2014-01-27,57/0036,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส 1 เดือน,3250
2014-01-27,57/0036,(ก.พ. 2557) 1 หน่วยงาน,NULL
2014-01-27,57/0036,2.สิทธิ์การเพิ่มทะเบียนบริษัท (3 ทะเบียน),NULL
2014-01-27,57/0036,3.ค่าติดตั้งโปรแกรมที่หน่วยงานย่อย,NULL
2014-01-27,57/0036,1.เปรมสิริ บูทิค พาร์ค อาคาร B,NULL
2014-01-27,57/0036,1.เปรมสิริ บูทิค พาร์ค อาคาร C,NULL
2014-01-27,57/0036,1.เปรมสิริ บูทิค พาร์ค อาคาร D,NULL
2014-01-27,57/0036,1.เปรมสิริ บูทิค พาร์ค อาคาร E,NULL
2014-01-27,57/0037,โปรแกรมระบบบัญชีแยกประเภท (GL),17000
2014-01-27,57/0037,4 หน่วยงาน,NULL
2014-01-27,57/0037,1.นิติบุคคลอาคารชุด ไอดีโอ สาทรตากสิน,NULL
2014-01-27,57/0037,"2.นิติบุคคลอาคารชุด ทาวเวอร์ 1 ",NULL
2014-01-27,57/0037,3.นิติบุคคลอาคารชุด มะฮอกกานี,NULL
2014-01-27,57/0037,4.นิติบุคคลอาคารชุด คาซาริว่าวิสต้า 2,NULL
2014-01-27,57/0038,1.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (CM),28000
2014-01-27,57/0038,"2 หน่วยงาน ระยะเวลา  1 ปี ",NULL
2014-01-27,57/0038,2.ค่าสิทธิ์การใช้โปรแกรม ซอฟท์บิส (AP),NULL
